layer,metric,d_direct_pcr,d_cot_pcr
6,full_dir_consistency,2.0793066297528235,-0.3358175878052499
8,full_dir_consistency,2.1090008954433137,-0.4487249512111762
14,full_dir_consistency,2.083313467565803,-0.3129385937231608
24,full_dir_consistency,2.033753237844132,-0.8182258242921563
24,clean_dir_consistency,1.9967157794056045,-0.3840948258678902
