eta_sq_regime,eta_sq_quality,eta_sq_interaction,f_regime,p_regime,f_quality,p_quality,model,layer,metric,denoised
0.5498352403468706,0.004104372099303386,0.0022941832339234153,986.259987929594,1.8043425856076803e-141,7.362165390788342,0.006805005298732482,qwen05b,0,full_phase_count,False
0.7501858996681113,3.955061182218844e-06,0.0037681968821136357,2427.0169377487423,6.132742165464318e-244,0.012795495734223183,0.9099661784520979,qwen05b,0,clean_interlayer_alignment,False
0.7596477119297901,8.308783820004742e-06,0.004490603457683732,2563.794461586486,3.988738018679982e-251,0.02804196419697291,0.8670527358031609,qwen05b,0,full_interlayer_alignment,False
0.30340740098651187,0.0733302000925732,0.02392196536182654,402.96345392731274,7.685700638900668e-73,97.39179271964389,9.483498469807432e-22,qwen05b,0,clean_speed,False
0.0007694292121209692,0.004302230329568166,9.668661142689165e-05,0.6156475324040673,0.4329027465514003,3.4423666849500356,0.06391410017385445,qwen05b,0,clean_turn_angle,False
0.903669793215297,0.0057252721563900615,0.01032658814729353,8960.338459007107,0.0,56.76894002250028,1.3332114813860746e-13,qwen05b,0,clean_tortuosity,False
0.8212362749426508,0.013511849197205395,0.02432856405012628,4638.722057111643,0.0,76.3211694561591,1.40945019233371e-17,qwen05b,0,clean_dir_consistency,False
0.4294465989003765,0.015891747410245804,0.023234527003927634,643.2481060136648,1.78221653051791e-104,23.803510026771836,1.2888097634292227e-06,qwen05b,0,clean_stabilisation,False
0.9321458602905809,0.0035854168059995207,6.696607686767914e-06,11546.291761431356,0.0,44.4117925015561,4.9672245124689624e-11,qwen05b,0,clean_radius_of_gyration,False
0.8821400998749709,0.004700226700000605,0.0012909906861220603,6276.855169013867,0.0,33.44439535354681,1.053262189819955e-08,qwen05b,0,clean_effective_dimension,False
0.867919263558406,0.0008770512155051475,0.003572405921321466,4943.751312719092,0.0,4.995767786278275,0.0257123362284869,qwen05b,0,clean_cos_slope_to_final,False
0.43644450368765897,0.022238400611324798,0.007584098255393292,594.4829262935993,2.0213507788546226e-96,30.29102064479396,5.157577146518723e-08,qwen05b,0,clean_time_to_commit,False
0.3474921216722694,0.004617363001826045,0.005427066560051168,393.21578984925253,2.7788069874607114e-70,5.224924326474692,0.02255234030116987,qwen05b,0,clean_commitment_sharpness,False
0.02912810373336047,0.2631648743088054,0.011427029151234938,33.299779989793755,1.1311743491575779e-08,300.85488900152086,2.0646390516218878e-57,qwen05b,1,full_speed,True
0.02514777958882816,0.26455555249373286,0.01119643631386316,28.633422859539536,1.1444398180207208e-07,301.22464600244064,1.8046524125670986e-57,qwen05b,1,full_turn_angle,True
0.6110478683061694,0.06210289874498924,0.09541945180252921,2101.6919290270926,1.5399398270797707e-225,213.60218704851485,4.991175680732959e-43,qwen05b,1,full_tortuosity,True
0.6446636803487884,0.05749671336118333,0.09018738282275489,2471.210184939386,2.708514148597501e-246,220.40401528719968,3.4065253979267167e-44,qwen05b,1,full_dir_consistency,True
0.029150232026149473,0.26314204587758144,0.011418302465834798,33.32462628131075,1.1173880242765072e-08,300.8247183042496,2.087441680655105e-57,qwen05b,1,full_stabilisation,True
0.029142882881951562,0.26314505264274735,0.011418862692695294,33.3160437508855,1.122130988515374e-08,300.82652159660864,2.0860717083978718e-57,qwen05b,1,full_radius_of_gyration,True
0.06545758916965976,0.23268034619669734,0.001768235792214248,74.42465399998659,3.389270557226893e-17,264.55533236034563,1.4202605543174844e-51,qwen05b,1,full_effective_dimension,True
0.011969790079163828,0.2258660683570663,0.007854692506222076,11.631640222708796,0.0006839154560483168,219.48528990666097,1.244695283082971e-43,qwen05b,1,full_cos_slope_to_final,True
0.013324230219838832,0.2274822066503093,0.007488357434706348,12.992674092379156,0.00033387412338013007,221.8216080071953,5.050963675320822e-44,qwen05b,1,full_commitment_sharpness,True
0.7501805099820513,3.867068580232794e-06,0.0037676650784286047,2426.9402238198386,6.191139424417838e-244,0.012510514683807754,0.9109702132266027,qwen05b,1,clean_interlayer_alignment,True
0.7596428315519053,8.189651730504316e-06,0.004490066414316932,2563.7178082796186,4.025136610597921e-251,0.027639247173844077,0.8680019936780744,qwen05b,1,full_interlayer_alignment,True
0.029134705999294148,0.263163331691515,0.011426137504428942,33.30752720294581,1.1268574701969754e-08,300.85492640101967,2.0646109410903493e-57,qwen05b,1,clean_speed,True
0.02529508674859894,0.26466939658190963,0.011190217912792058,28.811654149647,1.047172963249381e-07,301.46420109573705,1.654000873418862e-57,qwen05b,1,clean_turn_angle,True
0.6256683619706926,0.05828279865570864,0.08923700046352828,2195.793740405845,4.58062456979309e-231,204.54447154470927,1.833554373457785e-41,qwen05b,1,clean_tortuosity,True
0.6425287919115392,0.057260673436070296,0.08760552628073559,2405.6484947311965,8.668150208698062e-243,214.38580588578805,3.6599553372070575e-43,qwen05b,1,clean_dir_consistency,True
0.02569985381988834,0.23187827268605793,0.0024587535806764814,27.64608544683402,1.8731219696536297e-07,249.43824913829374,4.3998573756604434e-49,qwen05b,1,clean_stabilisation,True
0.029144331807522957,0.26314468394989005,0.011418797288394174,33.31774871734195,1.1211871666037506e-08,300.8265385547009,2.0860588295101732e-57,qwen05b,1,clean_radius_of_gyration,True
0.07808645535439102,0.2214431564536865,0.0003345055407672428,88.77822148856363,4.668327547426163e-20,251.7636317534105,1.810831050225752e-49,qwen05b,1,clean_effective_dimension,True
0.01305514729769612,0.2292884247682958,0.007595032626388647,12.65375360577322,0.00039912601427963506,222.2387205225862,4.744144061708379e-44,qwen05b,1,clean_cos_slope_to_final,True
0.013265522269535642,0.22947904932170307,0.007916243930496614,12.870052560600007,0.0003562562686403698,222.6378552097688,4.0690925804056345e-44,qwen05b,1,clean_time_to_commit,True
0.013183711816598404,0.228944956974174,0.007606776934076686,12.774905113206257,0.0003745089179391239,221.8457246471269,5.518497061356296e-44,qwen05b,1,clean_commitment_sharpness,True
0.3370048308568909,0.0015902983024284375,0.0010293774352175115,406.2171416730317,2.606752867722198e-73,1.9169055505150339,0.16658616842907592,qwen05b,1,clean_phase_count,False
0.5721636181916736,0.007515794637499102,0.0026860029759832277,1090.5280772151982,2.62652915047275e-151,14.324897309409998,0.00016536717719512826,qwen05b,1,full_speed,False
0.24306047935508837,6.480396989027414e-05,0.01422873857600812,260.52270835950736,6.506399616641417e-51,0.0694596908269808,0.7921933087868368,qwen05b,1,full_turn_angle,False
0.7859576100967463,0.02007800511910209,0.030946665255041746,3837.756161993749,1.033139360877262e-306,98.03898693326627,7.088344894047036e-22,qwen05b,1,full_tortuosity,False
0.8030051852221406,0.01659699836580195,0.028685831944701427,4213.194690458743,0.0,87.08086408309433,1.011016453167422e-19,qwen05b,1,full_dir_consistency,False
0.05353777221780223,0.020844703721851852,0.025374416771087593,47.33839819523056,1.2097121865453173e-11,18.431003834681686,1.978954246120731e-05,qwen05b,1,full_stabilisation,False
0.8803957832200943,0.005428813424747064,0.0037648967893674826,6347.177141385605,0.0,39.13880680842338,6.440725681170326e-10,qwen05b,1,full_radius_of_gyration,False
0.9223830345213458,0.0018757129920566962,0.0022307771619393636,9987.922023852143,0.0,20.310949359026967,7.569734073543518e-06,qwen05b,1,full_effective_dimension,False
0.6695880637009747,0.0018637381642730149,0.004873958245829505,1516.3642644569054,1.2169595211020303e-180,4.220663574836661,0.04028857668754047,qwen05b,1,full_cos_slope_to_final,False
0.840973253127649,0.0003335297370675398,0.0013193433653068028,3916.999561461949,2.7892897239698886e-296,1.5534808377904168,0.21302048002114746,qwen05b,1,full_time_to_commit,False
0.30381606928237015,0.026063179378808643,0.048704059369018886,358.3701269402001,2.257905417794301e-65,30.74315629357942,4.1129276402742136e-08,qwen05b,1,full_commitment_sharpness,False
0.3951260547726161,0.0016205887919283504,0.0008743254166620654,522.1302923959014,2.9620500631990673e-89,2.141490012016572,0.14375733975415947,qwen05b,1,full_phase_count,False
0.7501858996681113,3.955061182218844e-06,0.0037681968821136357,2427.0169377487423,6.132742165464318e-244,0.012795495734223183,0.9099661784520979,qwen05b,1,clean_interlayer_alignment,False
0.7596477119297901,8.308783820004742e-06,0.004490603457683732,2563.794461586486,3.988738018679982e-251,0.02804196419697291,0.8670527358031609,qwen05b,1,full_interlayer_alignment,False
0.5696663825628836,0.007432461814954529,0.003551783203198628,1081.3285302046866,1.8412304148859402e-150,14.108139880064046,0.00018517841378267645,qwen05b,1,clean_speed,False
