layer,metric,d_direct,d_cot,p_direct,p_cot
7,full_radius_of_gyration,1.3560645777815366,-0.2939734656493977,2.4322666231606912e-20,0.0038922410365961
7,full_time_to_commit,0.8932625798639594,-0.3872869921645406,3.101311668998033e-10,0.0001412193913112
7,full_commitment_sharpness,1.3126693051732723,-0.2493248531956697,4.7345071643958654e-14,0.0132568659667735
7,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
7,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
7,clean_tortuosity,-1.3408982900070077,0.2447473725332108,1.359728475178491e-21,0.015418222291194
7,clean_dir_consistency,-1.3416097983636244,0.69118453812951,1.304199237324419e-21,3.458310584211563e-11
7,clean_radius_of_gyration,1.2570099074138747,-0.280154000744493,1.3440679310309022e-18,0.0057559093733317
7,clean_time_to_commit,0.8808382201590141,-0.5144435811892446,1.8796076453551012e-09,4.782199423576526e-07
7,clean_commitment_sharpness,1.309199769424773,-0.275555683545703,4.277120441667013e-14,0.0062605798897679
8,full_dir_consistency,-1.424089522019758,0.8334384597686456,8.460412344178774e-23,3.26446284096376e-15
8,full_cos_slope_to_final,0.323171470103013,-0.2051361917264229,0.042509114442267,0.042614428855439
8,full_time_to_commit,0.7570358305515907,-0.3487001265495772,1.4444542372036812e-13,0.0006375392304245
8,full_commitment_sharpness,1.4681530559236404,-0.2570311137223375,9.402384926628966e-16,0.0103805325179938
8,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
8,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
8,clean_tortuosity,-1.3223130664500802,0.2075630716724658,1.5548027886038754e-20,0.0396278715903359
8,clean_dir_consistency,-1.3203945563017063,0.8483046856425693,1.5165698000184246e-20,1.1908050009152702e-15
8,clean_time_to_commit,0.7327486170350707,-0.4468743686052845,4.402446097381814e-12,1.3048505585325998e-05
8,clean_commitment_sharpness,1.468905855450363,-0.3207947873658658,7.301888972055542e-16,0.0014187662783019
9,full_dir_consistency,-1.427441343703284,0.6231720216273402,7.773942658038442e-23,1.8152849973186123e-09
9,full_time_to_commit,1.045343077158332,-0.2809067442103227,3.4924185731168064e-12,0.0057928830214053
9,full_commitment_sharpness,1.5446998207421831,-0.5048976048124195,1.295278812497756e-18,6.249269874256694e-07
9,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
9,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
9,clean_tortuosity,-1.32998998802574,0.2324798019470903,7.333659017836926e-21,0.0213029045386516
9,clean_dir_consistency,-1.3203164685827908,0.6847697116796911,1.4609322083819186e-20,5.0795585474752357e-11
9,clean_time_to_commit,1.0330463468289215,-0.3319935708997487,1.618780233603803e-11,0.0011268984594989
9,clean_commitment_sharpness,1.5361495364961233,-0.5397718610412332,1.221274864742902e-18,1.0771089667309642e-07
10,full_dir_consistency,-1.412056904785405,0.5784984658594681,9.991588533914144e-23,2.2189309398185765e-08
10,full_time_to_commit,1.1013393969847998,-0.3136055222363573,3.418081580519707e-13,0.0021164220284531
10,full_commitment_sharpness,1.3597409193086278,-0.3702012890291232,1.4038478700677402e-15,0.0002470867047653
10,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
10,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
10,clean_dir_consistency,-1.303169322939748,0.6650229632633604,2.3673151195930564e-20,1.7501692099759283e-10
10,clean_time_to_commit,1.0926655495636983,-0.3878038949250421,1.8067766708799578e-12,0.0001506525595281
10,clean_commitment_sharpness,1.3526997698155017,-0.4278696766108427,1.332617841344345e-15,2.3804244965570504e-05
11,full_dir_consistency,-1.4077944628887753,0.5560341614049876,1.8207247483664083e-22,7.32770580974393e-08
11,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
11,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
11,clean_dir_consistency,-1.298930438677634,0.6158380296668566,3.813922528521666e-20,2.9519820215588606e-09
12,full_dir_consistency,-1.376783185672333,0.6271699249153222,1.5895236887282801e-21,1.424844925138398e-09
12,full_cos_slope_to_final,0.3719396285803069,-0.3808755650146673,0.0127091508101492,0.000179595914246
12,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
12,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
12,clean_dir_consistency,-1.265392740817883,0.7214794555696953,3.2582520696849657e-19,5.256952458241112e-12
13,full_dir_consistency,-1.3522307211332154,0.686811587151494,4.4662382268905905e-21,4.3373169030501046e-11
13,full_radius_of_gyration,1.1264763988563666,-0.4215001099619099,6.747501191173815e-17,3.568621220473698e-05
13,full_cos_slope_to_final,0.662669608502563,-0.3081297846825263,3.519255757978665e-05,0.0023494460365883
13,full_time_to_commit,1.0302510915825085,-0.2068929963319832,1.4461123039774678e-12,0.0411402105575106
13,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
13,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
13,clean_dir_consistency,-1.242527385672786,0.7904268707888733,9.101402855934041e-19,6.149980634226386e-14
13,clean_radius_of_gyration,1.0237038848824171,-0.4191566677151772,1.6388675523109572e-14,3.843770956351399e-05
13,clean_time_to_commit,1.02067236822303,-0.249206833589744,9.02059210950866e-12,0.0139832688694989
14,full_dir_consistency,-1.2606454063178236,0.6858023528765141,1.366178114579958e-20,4.5824303810121756e-11
14,full_radius_of_gyration,0.8406188977297092,-0.5431630143960382,3.702010557698496e-11,1.6241554446474906e-07
14,full_cos_slope_to_final,1.0926438913998875,-0.3745646312921617,3.040555967046248e-10,0.0002197362670635
14,full_time_to_commit,0.7612129100561963,-0.3248224431745715,7.779468682459458e-09,0.0013917972836352
14,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
14,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
14,clean_dir_consistency,-1.1386311877105648,0.9445876761825164,7.568706735035689e-18,1.2510488520556425e-18
14,clean_radius_of_gyration,0.7344803997464474,-0.5177851731508796,7.50696139708768e-09,5.257423990116295e-07
14,clean_time_to_commit,0.731565566648701,-0.3816711220116726,9.308002488121016e-08,0.0001784444524095
15,full_dir_consistency,-1.1839714928739948,0.3744590564886038,1.6067639254806808e-20,0.0002339764375131
15,full_radius_of_gyration,0.7332702770902636,-0.4499033047918097,1.727409244963626e-09,1.2920548177929409e-05
15,full_cos_slope_to_final,1.3074312418929406,-0.3856451110927017,1.8772204217870421e-13,0.0001413746012895
15,full_time_to_commit,0.8333136575102695,-0.3318416188827753,1.6242332414177006e-11,0.0011098428843373
15,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
15,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
15,clean_dir_consistency,-1.0502110746160946,0.6752573200286773,2.7039572056857243e-17,9.853357803272672e-11
15,clean_radius_of_gyration,0.6376525116075291,-0.4419764131982099,2.921006440470619e-07,1.752392242227126e-05
15,clean_time_to_commit,0.833228960379583,-0.4163575635982156,2.3725922779037104e-10,4.538282052800203e-05
16,full_radius_of_gyration,0.7754329613569363,-0.7317508181440313,4.5572570624843416e-10,4.135219900060349e-12
16,full_cos_slope_to_final,1.4057503309447537,-0.2761690016955811,5.97749176532892e-14,0.0061963467038889
16,full_time_to_commit,0.8815571797094913,-0.2776213925542615,2.604542453711591e-10,0.0064424362704781
16,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
16,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
16,clean_dir_consistency,-1.0587709905617562,0.464704541914789,3.3245546957417536e-16,5.79302851176236e-06
16,clean_radius_of_gyration,0.6989453130691441,-0.6623297399760281,4.7932640192491924e-08,2.3470961521337863e-10
16,clean_time_to_commit,0.882161935875023,-0.3369268775704331,1.5041472278793067e-09,0.0009655410331612
17,full_radius_of_gyration,0.660401859186589,-0.3092774269556445,5.14023072686082e-09,0.0022660986421597
17,full_cos_slope_to_final,1.500055897867926,-0.4695813115237259,3.5199034403900214e-18,3.839361964189927e-06
17,full_time_to_commit,0.7515077534121842,-0.3554852463966956,2.1856233280257376e-08,0.0004867856892916
17,full_commitment_sharpness,1.6639821294107542,-0.4707771422809517,5.374652479100824e-23,3.829442318549706e-06
17,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
17,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
17,clean_dir_consistency,-0.9395181273775992,0.2202557902732089,4.384037575674267e-15,0.0291564649454682
17,clean_radius_of_gyration,0.600955056113837,-0.2872973148077056,3.467714453330354e-07,0.004520488063616
17,clean_time_to_commit,0.7809937771302454,-0.4189461553380401,4.876236150443486e-07,4.179795909335199e-05
17,clean_commitment_sharpness,1.6686078744656905,-0.4827093457021561,3.6005876305203684e-23,2.196439155922878e-06
18,full_radius_of_gyration,0.3196099452957263,-0.5727796997075748,0.0063793064083031,2.8715666267897436e-08
18,full_cos_slope_to_final,1.432082837513903,-0.5183137330120444,2.62761048857548e-14,3.6326206367037306e-07
18,full_time_to_commit,0.7676352211263964,-0.470578177413925,1.020145632610591e-07,4.368125370207116e-06
18,full_commitment_sharpness,1.2173215759893972,-0.7273802242466919,1.7810524127671857e-12,2.927074121669125e-12
18,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
18,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
18,clean_dir_consistency,-0.8305906987689972,0.2019870920697943,7.025064324172331e-13,0.0450448605967743
18,clean_radius_of_gyration,0.2436292169023337,-0.5558968337953599,0.044416779368589,6.771229112083698e-08
18,clean_time_to_commit,0.8073502907509462,-0.5098171477401789,1.0183337133376484e-06,6.774790060427529e-07
18,clean_commitment_sharpness,1.2361170873407428,-0.7297142175803969,1.011793178046055e-12,2.524173437314777e-12
19,full_cos_slope_to_final,1.5507332310830204,-0.4203149439293173,3.9454302042397065e-14,3.386010820208686e-05
19,full_time_to_commit,0.6312165061636181,-0.2101705985191631,1.2228245510226134e-05,0.0375428027942722
19,full_commitment_sharpness,0.9109322888194092,-0.8635909377397758,3.5150133825862857e-07,3.5113891102464903e-16
19,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
19,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
19,clean_time_to_commit,0.6749088476721157,-0.2532257740649186,9.556477575858764e-05,0.0122392582513291
19,clean_commitment_sharpness,0.93311119006019,-0.8696403996379596,2.135487942570105e-07,2.2799706215331047e-16
20,full_cos_slope_to_final,1.664245858578213,-0.4887331529255612,1.2730788419030752e-16,1.4472588095171709e-06
20,full_commitment_sharpness,0.8345147277478036,-0.7772492677007472,1.0182652420984487e-05,8.943567572067338e-14
20,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
20,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
20,clean_cos_slope_to_final,1.6915325994800356,-0.2350034083286178,6.695585471177833e-17,0.0198287968714989
20,clean_commitment_sharpness,0.8470845160055482,-0.7803763135486212,7.872824236384376e-06,7.255874937179431e-14
21,full_cos_slope_to_final,1.7737062947132114,-0.3797111562425653,4.305652165780104e-16,0.0001667586069238
21,full_time_to_commit,0.5444688021485082,-0.2206119664033753,1.616028209564071e-05,0.0290914878376375
21,full_commitment_sharpness,0.7323572328642001,-0.7311752078378043,8.093173030052952e-05,1.6766469765367202e-12
21,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
21,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
21,clean_tortuosity,-0.5964135566089231,0.2310949105642099,7.788745767548475e-07,0.0221185872678148
21,clean_time_to_commit,0.5859386947334324,-0.2662414841751629,0.000147962587979,0.0084570895362108
21,clean_commitment_sharpness,0.7489238764076311,-0.7385874308654088,5.949713885888291e-05,1.0322890758347532e-12
22,full_stabilisation,-1.1295850210679683,0.2684987644650062,4.4248991135027815e-18,0.0075416637515488
22,full_cos_slope_to_final,1.7473282656657931,-0.4661527028477611,1.0063037766732596e-14,4.205561042625948e-06
22,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
22,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
22,clean_tortuosity,-0.3795721370175823,0.2593824041401392,0.0013189311224283,0.0103126046991661
22,clean_cos_slope_to_final,1.7625589758613216,-0.282625881975461,6.911172328396748e-15,0.0049212013323813
23,full_stabilisation,-1.4674978208694751,0.2225949620269842,5.64555572631915e-27,0.0266794361970676
23,full_cos_slope_to_final,1.9256402171692668,-0.389434482910039,1.1637431278769015e-16,0.0001149864074642
23,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
23,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
23,clean_tortuosity,-0.344531386083291,0.2629407700617071,0.0037300989094307,0.0093994664913586
23,clean_cos_slope_to_final,1.937761789331082,-0.2487541084168821,8.09610130992673e-17,0.0133345920342726
24,full_tortuosity,-0.596142505366943,0.2080161045292654,5.413221968374967e-07,0.0398826136219607
24,full_dir_consistency,-0.7383923536560218,0.9952459867006384,6.242018523227858e-10,2.30350714707256e-20
24,clean_interlayer_alignment,0.2867287039638213,-0.3923032563257704,0.0132862640207365,0.0001120677011957
24,full_interlayer_alignment,0.3212769343763299,-0.4389981057874539,0.005692443803751,1.5786508165468836e-05
24,clean_tortuosity,-0.4697082071553593,0.368813150114322,7.892409531920937e-05,0.0002905538042685
24,clean_dir_consistency,-0.6184710699489196,0.950928627525471,2.2462282193911305e-07,7.26777565575088e-19
