problem_id,condition,group,correct,filename,n_layers,n_tokens,hidden_dim
114,cot,G3,False,114_cot.npy,37,128,2048
115,direct,G1,False,115_direct.npy,37,32,2048
115,cot,G3,False,115_cot.npy,37,128,2048
116,direct,G1,False,116_direct.npy,37,32,2048
116,cot,G3,False,116_cot.npy,37,128,2048
117,direct,G1,False,117_direct.npy,37,32,2048
117,cot,G3,False,117_cot.npy,37,128,2048
118,direct,G1,False,118_direct.npy,37,32,2048
118,cot,G3,False,118_cot.npy,37,128,2048
119,direct,G1,False,119_direct.npy,37,32,2048
119,cot,G3,False,119_cot.npy,37,128,2048
120,direct,G1,False,120_direct.npy,37,32,2048
120,cot,G4,True,120_cot.npy,37,128,2048
121,direct,G1,False,121_direct.npy,37,32,2048
121,cot,G3,False,121_cot.npy,37,128,2048
122,direct,G1,False,122_direct.npy,37,32,2048
122,cot,G3,False,122_cot.npy,37,128,2048
123,direct,G1,False,123_direct.npy,37,32,2048
123,cot,G3,False,123_cot.npy,37,128,2048
124,direct,G1,False,124_direct.npy,37,32,2048
124,cot,G3,False,124_cot.npy,37,128,2048
125,direct,G1,False,125_direct.npy,37,32,2048
125,cot,G4,True,125_cot.npy,37,51,2048
126,direct,G1,False,126_direct.npy,37,32,2048
126,cot,G3,False,126_cot.npy,37,128,2048
127,direct,G1,False,127_direct.npy,37,32,2048
127,cot,G3,False,127_cot.npy,37,128,2048
128,direct,G1,False,128_direct.npy,37,32,2048
128,cot,G3,False,128_cot.npy,37,128,2048
129,direct,G1,False,129_direct.npy,37,32,2048
129,cot,G4,True,129_cot.npy,37,75,2048
130,direct,G1,False,130_direct.npy,37,32,2048
130,cot,G3,False,130_cot.npy,37,128,2048
131,direct,G1,False,131_direct.npy,37,32,2048
131,cot,G3,False,131_cot.npy,37,128,2048
132,direct,G1,False,132_direct.npy,37,32,2048
132,cot,G3,False,132_cot.npy,37,128,2048
133,direct,G1,False,133_direct.npy,37,32,2048
133,cot,G3,False,133_cot.npy,37,128,2048
134,direct,G1,False,134_direct.npy,37,32,2048
134,cot,G3,False,134_cot.npy,37,128,2048
135,direct,G1,False,135_direct.npy,37,32,2048
135,cot,G3,False,135_cot.npy,37,128,2048
136,direct,G1,False,136_direct.npy,37,32,2048
136,cot,G3,False,136_cot.npy,37,128,2048
137,direct,G1,False,137_direct.npy,37,32,2048
137,cot,G3,False,137_cot.npy,37,35,2048
138,direct,G1,False,138_direct.npy,37,32,2048
138,cot,G3,False,138_cot.npy,37,128,2048
139,direct,G1,False,139_direct.npy,37,32,2048
139,cot,G3,False,139_cot.npy,37,128,2048
140,direct,G1,False,140_direct.npy,37,32,2048
140,cot,G3,False,140_cot.npy,37,128,2048
141,direct,G1,False,141_direct.npy,37,32,2048
141,cot,G3,False,141_cot.npy,37,128,2048
142,direct,G1,False,142_direct.npy,37,32,2048
142,cot,G3,False,142_cot.npy,37,128,2048
143,direct,G1,False,143_direct.npy,37,32,2048
143,cot,G4,True,143_cot.npy,37,70,2048
144,direct,G1,False,144_direct.npy,37,32,2048
144,cot,G3,False,144_cot.npy,37,128,2048
145,direct,G1,False,145_direct.npy,37,32,2048
145,cot,G4,True,145_cot.npy,37,67,2048
146,direct,G1,False,146_direct.npy,37,32,2048
146,cot,G3,False,146_cot.npy,37,128,2048
147,direct,G1,False,147_direct.npy,37,32,2048
147,cot,G3,False,147_cot.npy,37,128,2048
148,direct,G1,False,148_direct.npy,37,32,2048
148,cot,G3,False,148_cot.npy,37,128,2048
149,direct,G1,False,149_direct.npy,37,32,2048
149,cot,G3,False,149_cot.npy,37,128,2048
150,direct,G1,False,150_direct.npy,37,32,2048
150,cot,G4,True,150_cot.npy,37,55,2048
151,direct,G1,False,151_direct.npy,37,32,2048
151,cot,G3,False,151_cot.npy,37,128,2048
152,direct,G1,False,152_direct.npy,37,32,2048
152,cot,G3,False,152_cot.npy,37,128,2048
153,direct,G1,False,153_direct.npy,37,32,2048
153,cot,G3,False,153_cot.npy,37,128,2048
154,direct,G1,False,154_direct.npy,37,32,2048
154,cot,G3,False,154_cot.npy,37,128,2048
155,direct,G1,False,155_direct.npy,37,32,2048
155,cot,G3,False,155_cot.npy,37,128,2048
156,direct,G1,False,156_direct.npy,37,32,2048
156,cot,G3,False,156_cot.npy,37,128,2048
157,direct,G1,False,157_direct.npy,37,32,2048
157,cot,G3,False,157_cot.npy,37,128,2048
158,direct,G1,False,158_direct.npy,37,32,2048
158,cot,G3,False,158_cot.npy,37,128,2048
159,direct,G1,False,159_direct.npy,37,32,2048
159,cot,G4,True,159_cot.npy,37,83,2048
160,direct,G1,False,160_direct.npy,37,32,2048
160,cot,G4,True,160_cot.npy,37,128,2048
161,direct,G1,False,161_direct.npy,37,32,2048
161,cot,G4,True,161_cot.npy,37,128,2048
162,direct,G1,False,162_direct.npy,37,32,2048
162,cot,G3,False,162_cot.npy,37,128,2048
163,direct,G1,False,163_direct.npy,37,32,2048
163,cot,G3,False,163_cot.npy,37,128,2048
164,direct,G1,False,164_direct.npy,37,32,2048
164,cot,G4,True,164_cot.npy,37,128,2048
165,direct,G1,False,165_direct.npy,37,32,2048
165,cot,G3,False,165_cot.npy,37,128,2048
166,direct,G1,False,166_direct.npy,37,32,2048
166,cot,G3,False,166_cot.npy,37,128,2048
167,direct,G1,False,167_direct.npy,37,32,2048
167,cot,G3,False,167_cot.npy,37,128,2048
168,direct,G1,False,168_direct.npy,37,32,2048
168,cot,G3,False,168_cot.npy,37,128,2048
169,direct,G1,False,169_direct.npy,37,32,2048
169,cot,G3,False,169_cot.npy,37,128,2048
170,direct,G1,False,170_direct.npy,37,32,2048
