comparison,g1,g2,layer,metric,g1_mean,g2_mean,cohens_d,p_value,significant
CoT Success vs Direct Failure,G4,G1,6,dir_autocorr,-0.37531209286018336,-0.3164349965523424,-1.223278357570936,0.0,True
CoT Success vs Direct Failure,G4,G1,6,tortuosity,0.0380642988923686,0.3668427701345701,-2.753203034115361,0.0,True
CoT Success vs Direct Failure,G4,G1,6,effective_dim,12.976226751045262,3.1879518193448995,5.226517446180833,0.0,True
CoT Success vs Direct Failure,G4,G1,6,cos_slope,0.0011330502038223412,0.1278716883362161,-2.5646641748434846,0.0,True
CoT Success vs Direct Failure,G4,G1,6,dist_slope,-0.015275153615152892,-1.3478647618550947,2.3921992448289737,0.0,True
CoT Success vs Direct Failure,G4,G1,6,early_late_ratio,0.9657930710390544,1.205508915617997,-2.600422493702383,0.0,True
CoT Success vs Direct Failure,G4,G1,6,radius_of_gyration,9.159489926735917,6.963842612046462,5.096345108118232,0.0,True
CoT Success vs Direct Failure,G4,G1,6,gyration_anisotropy,0.8562782763457473,0.8940256636224345,-0.8396460829173535,0.0,True
CoT Success vs Direct Failure,G4,G1,6,drift_to_spread,1.479227524167219,1.7954250412431323,-1.6679849842377636,0.0,True
CoT Success vs Direct Failure,G4,G1,6,dir_autocorr_lag2,-0.10163097432710128,-0.09903070613020848,-0.1280108455428161,0.384,False
CoT Success vs Direct Failure,G4,G1,6,dir_autocorr_lag4,0.0803143241872902,0.07851795650656435,0.03920214186701677,0.81,False
CoT Success vs Direct Failure,G4,G1,6,dir_autocorr_lag8,8.778428740282582e-05,0.00043792170989845596,-0.0055469817180006705,0.988,False
CoT Success vs Direct Failure,G4,G1,6,vel_autocorr_lag1,-50.64940585149243,-33.24578002238378,-2.404911012239936,0.0,True
CoT Success vs Direct Failure,G4,G1,6,vel_autocorr_lag2,-14.228273870699073,-11.292289145531193,-1.0236506769611422,0.0,True
CoT Success vs Direct Failure,G4,G1,6,vel_autocorr_lag4,10.405776780315845,8.218343814545207,0.3838483478125851,0.016,False
CoT Success vs Direct Failure,G4,G1,6,msd_exponent,0.1437242247684792,0.06853955474619687,3.8147405234422496,0.0,True
CoT Success vs Direct Failure,G4,G1,6,cos_to_running_mean,0.6823417581784885,0.8430667311343564,-3.7647437616066957,0.0,True
CoT Success vs Direct Failure,G4,G1,6,cos_to_late_window,0.5516426715615619,0.6203135119544135,-3.461022024120368,0.0,True
CoT Success vs Direct Failure,G4,G1,6,time_to_commit,17.394618834080717,8.155555555555555,1.0831598158614972,0.0,True
CoT Success vs Direct Failure,G4,G1,6,recurrence_rate,0.0,0.0,0.0,1.0,False
CoT Success vs Direct Failure,G4,G1,6,psd_slope,0.12206688528265207,-0.18728686490279986,0.6084140849750995,0.004,True
CoT Success vs Direct Failure,G4,G1,6,spectral_entropy,0.9000982664508678,0.8974010214189151,0.06391398304921676,0.698,False
CoT Success vs Direct Failure,G4,G1,7,speed,12.39148094622009,10.470579035369008,4.324374483614833,0.0,True
CoT Success vs Direct Failure,G4,G1,7,dir_consistency,0.05756018335843295,0.37106069715821793,-2.842505699049013,0.0,True
CoT Success vs Direct Failure,G4,G1,7,stabilization,0.007004236536089452,-0.43013127739879536,0.9113558254022445,0.0,True
CoT Success vs Direct Failure,G4,G1,7,turning_angle,1.9542331588642479,1.8916685697038165,1.174976685922177,0.0,True
CoT Success vs Direct Failure,G4,G1,7,dir_autocorr,-0.3706444622155262,-0.3141406594275387,-1.153426576495216,0.0,True
CoT Success vs Direct Failure,G4,G1,7,tortuosity,0.038913598125424574,0.36364532707764313,-2.7445355052617204,0.0,True
CoT Success vs Direct Failure,G4,G1,7,effective_dim,12.713249150947606,3.1462798113385664,5.193196538324925,0.0,True
CoT Success vs Direct Failure,G4,G1,7,cos_slope,0.0017471804031497034,0.1271998975603546,-2.4930088348248005,0.0,True
CoT Success vs Direct Failure,G4,G1,7,dist_slope,-0.014708252952341273,-1.4776445876122697,2.2840408786307798,0.0,True
CoT Success vs Direct Failure,G4,G1,7,early_late_ratio,0.9594519354837358,1.2081481012715003,-2.431395795559632,0.0,True
CoT Success vs Direct Failure,G4,G1,7,radius_of_gyration,9.947059126712816,7.335036227577611,5.293214524411304,0.0,True
CoT Success vs Direct Failure,G4,G1,7,gyration_anisotropy,0.8495518654615081,0.891662925999261,-0.8489553419408491,0.0,True
CoT Success vs Direct Failure,G4,G1,7,drift_to_spread,1.5027404029273133,1.7769620437853733,-1.4182065444647125,0.0,True
CoT Success vs Direct Failure,G4,G1,7,dir_autocorr_lag2,-0.10510593253467647,-0.1127390411472128,0.35004557007529663,0.012,False
CoT Success vs Direct Failure,G4,G1,7,dir_autocorr_lag4,0.0849436751416479,0.07923669501518206,0.12233949055998611,0.472,False
CoT Success vs Direct Failure,G4,G1,7,dir_autocorr_lag8,-0.0020246371566035983,-0.006565021382023885,0.07101368861788579,0.68,False
CoT Success vs Direct Failure,G4,G1,7,vel_autocorr_lag1,-58.75004823966946,-36.53197446556591,-2.898337425996668,0.0,True
CoT Success vs Direct Failure,G4,G1,7,vel_autocorr_lag2,-17.142372507685504,-14.838921800736458,-0.6599990798788239,0.0,True
CoT Success vs Direct Failure,G4,G1,7,vel_autocorr_lag4,12.979170604402224,9.584338578912947,0.49841067146968115,0.002,False
CoT Success vs Direct Failure,G4,G1,7,msd_exponent,0.15319375415479297,0.08108789489975837,3.568947134980831,0.0,True
CoT Success vs Direct Failure,G4,G1,7,cos_to_running_mean,0.6950609031814097,0.857603814664366,-3.7305624295145323,0.0,True
CoT Success vs Direct Failure,G4,G1,7,cos_to_late_window,0.5678523653291266,0.6344245658980475,-3.1620201296654837,0.0,True
CoT Success vs Direct Failure,G4,G1,7,time_to_commit,17.744394618834082,10.511111111111111,0.8381806513186097,0.0,True
CoT Success vs Direct Failure,G4,G1,7,recurrence_rate,0.0,0.0,0.0,1.0,False
CoT Success vs Direct Failure,G4,G1,7,psd_slope,-0.14692937735220515,-0.08286190449010687,-0.10423992406619927,0.552,False
CoT Success vs Direct Failure,G4,G1,7,spectral_entropy,0.914931177911875,0.9188869745008614,-0.09802201040542076,0.608,False
