comparison,g1,g2,layer,metric,g1_mean,g2_mean,cohens_d,p_value,significant
CoT Success vs Direct Failure,G4,G1,20,time_to_commit,15.044843049327355,7.311111111111111,2.0410044841334383,0.0,True
CoT Success vs Direct Failure,G4,G1,20,recurrence_rate,0.0,0.0,0.0,1.0,False
CoT Success vs Direct Failure,G4,G1,20,psd_slope,0.08722506564713868,-0.6690259853739401,2.9338788595443708,0.0,True
CoT Success vs Direct Failure,G4,G1,20,spectral_entropy,0.8779960022688149,0.9050945293407745,-1.0325885199325664,0.0,True
CoT Success vs Direct Failure,G4,G1,21,speed,40.12282935172453,37.95363134314657,0.6815117890483237,0.0,True
CoT Success vs Direct Failure,G4,G1,21,dir_consistency,0.05553516877539485,0.37399496388459497,-2.721339078601346,0.0,True
CoT Success vs Direct Failure,G4,G1,21,stabilization,0.1467294365284016,-7.847443737372768,2.0592421000582144,0.0,True
CoT Success vs Direct Failure,G4,G1,21,turning_angle,1.9128711800938765,1.8152548412562381,1.4841344752032226,0.0,True
CoT Success vs Direct Failure,G4,G1,21,dir_autocorr,-0.3285067388829629,-0.23134171242081442,-1.6793494699652574,0.0,True
CoT Success vs Direct Failure,G4,G1,21,tortuosity,0.04811810095681733,0.37929527733007423,-2.7055538929704075,0.0,True
CoT Success vs Direct Failure,G4,G1,21,effective_dim,13.26292584936715,3.3706146910721557,4.118653731935811,0.0,True
CoT Success vs Direct Failure,G4,G1,21,cos_slope,0.00040497814882941256,0.1160305227814153,-2.2176934509853012,0.0,True
CoT Success vs Direct Failure,G4,G1,21,dist_slope,-0.013228026213081008,-8.54737901074508,2.2544750632400823,0.0,True
CoT Success vs Direct Failure,G4,G1,21,early_late_ratio,0.9798730138705984,1.3393664422514138,-1.9105629832705595,0.0,True
CoT Success vs Direct Failure,G4,G1,21,radius_of_gyration,33.914340836050265,27.537654096781,2.5066686796610713,0.0,True
CoT Success vs Direct Failure,G4,G1,21,gyration_anisotropy,0.842219061909373,0.8414890718197348,0.015902320635594356,0.864,False
CoT Success vs Direct Failure,G4,G1,21,drift_to_spread,1.7632749722142924,1.8102946498616022,-0.21020678889746508,0.022,False
CoT Success vs Direct Failure,G4,G1,21,dir_autocorr_lag2,-0.15243352625535742,-0.1738798040295801,1.082836808482583,0.0,True
CoT Success vs Direct Failure,G4,G1,21,dir_autocorr_lag4,0.0800276027826358,0.07373531519745782,0.14432671387402032,0.384,False
CoT Success vs Direct Failure,G4,G1,21,dir_autocorr_lag8,-0.006346145213218532,-0.013065974828269725,0.12392561667778758,0.466,False
CoT Success vs Direct Failure,G4,G1,21,vel_autocorr_lag1,-548.2066766713232,-385.38487986602115,-1.434881610282123,0.0,True
CoT Success vs Direct Failure,G4,G1,21,vel_autocorr_lag2,-241.53948488791428,-249.54187590076077,0.214734075993961,0.13,False
CoT Success vs Direct Failure,G4,G1,21,vel_autocorr_lag4,125.15193778463544,122.89460372924805,0.03393046074882005,0.85,False
CoT Success vs Direct Failure,G4,G1,21,msd_exponent,0.20131267235811914,0.09528611585267051,5.132607674198965,0.0,True
CoT Success vs Direct Failure,G4,G1,21,cos_to_running_mean,0.810061757340025,0.8837250367002195,-2.627648412148718,0.0,True
CoT Success vs Direct Failure,G4,G1,21,cos_to_late_window,0.7272943779492057,0.7543655223316617,-1.1020051484194024,0.0,True
CoT Success vs Direct Failure,G4,G1,21,time_to_commit,15.63677130044843,6.511111111111111,2.2349456670683514,0.0,True
CoT Success vs Direct Failure,G4,G1,21,recurrence_rate,0.0,0.0,0.0,1.0,False
CoT Success vs Direct Failure,G4,G1,21,psd_slope,-0.08920101550470465,-0.7758851822068059,2.141941860138754,0.0,True
CoT Success vs Direct Failure,G4,G1,21,spectral_entropy,0.8738700534860506,0.9139646362105631,-1.2544998250469066,0.0,True
CoT Success vs Direct Failure,G4,G1,22,speed,43.920678365390934,42.559524837293125,0.33687115497731274,0.0,False
CoT Success vs Direct Failure,G4,G1,22,dir_consistency,0.053718440618883825,0.37764944860085786,-2.747188151438279,0.0,True
CoT Success vs Direct Failure,G4,G1,22,stabilization,0.2292574118415957,-10.342330175536397,2.1600482387945164,0.0,True
CoT Success vs Direct Failure,G4,G1,22,turning_angle,1.920465836075924,1.8144441017737756,1.6651982621201749,0.0,True
CoT Success vs Direct Failure,G4,G1,22,dir_autocorr,-0.3356839600165329,-0.23216672018821063,-1.8150780743105808,0.0,True
CoT Success vs Direct Failure,G4,G1,22,tortuosity,0.049962607817933116,0.387516593206146,-2.7000132524756637,0.0,True
CoT Success vs Direct Failure,G4,G1,22,effective_dim,12.863648889310692,3.2543548225835943,4.17156778695973,0.0,True
CoT Success vs Direct Failure,G4,G1,22,cos_slope,-0.0003643138072258407,0.0958571340860739,-2.116434174099972,0.0,True
CoT Success vs Direct Failure,G4,G1,22,dist_slope,0.005858253829130539,-10.711617855518535,2.2372451087700886,0.0,True
CoT Success vs Direct Failure,G4,G1,22,early_late_ratio,0.9831302005613866,1.4025679204661774,-1.8728251231832962,0.0,True
CoT Success vs Direct Failure,G4,G1,22,radius_of_gyration,36.927297138847045,31.134648504527473,1.833580843258536,0.0,True
CoT Success vs Direct Failure,G4,G1,22,gyration_anisotropy,0.8384305062017451,0.8202001240787248,0.3510227291298741,0.0,False
CoT Success vs Direct Failure,G4,G1,22,drift_to_spread,1.8397390944006198,1.8426515896793318,-0.01099045581295569,0.922,False
CoT Success vs Direct Failure,G4,G1,22,dir_autocorr_lag2,-0.15322403071840782,-0.1746544116927731,1.0998867932046636,0.0,True
CoT Success vs Direct Failure,G4,G1,22,dir_autocorr_lag4,0.08492248224913068,0.07354396687199669,0.26237792552277484,0.112,False
CoT Success vs Direct Failure,G4,G1,22,dir_autocorr_lag8,-0.009722534103283538,-0.01577343743087515,0.1104155000178608,0.484,False
CoT Success vs Direct Failure,G4,G1,22,vel_autocorr_lag1,-667.1235411776555,-496.1685591785148,-1.0680672957836719,0.0,True
CoT Success vs Direct Failure,G4,G1,22,vel_autocorr_lag2,-294.56507859850143,-302.6036661209599,0.19086951744686848,0.184,False
CoT Success vs Direct Failure,G4,G1,22,vel_autocorr_lag4,160.10196549528916,141.92042566935223,0.2358349804121259,0.144,False
CoT Success vs Direct Failure,G4,G1,22,msd_exponent,0.1892539121302916,0.08587959397027967,3.957933843783852,0.0,True
CoT Success vs Direct Failure,G4,G1,22,cos_to_running_mean,0.8535601865550327,0.9109910666682314,-2.508732868658722,0.0,True
CoT Success vs Direct Failure,G4,G1,22,cos_to_late_window,0.7952488962844882,0.8268483996391296,-1.5421877388646807,0.0,True
CoT Success vs Direct Failure,G4,G1,22,time_to_commit,13.834080717488789,5.488888888888889,2.280466819435315,0.0,True
CoT Success vs Direct Failure,G4,G1,22,recurrence_rate,0.0,0.0,0.0,1.0,False
CoT Success vs Direct Failure,G4,G1,22,psd_slope,-0.046028145835730574,-0.8289419427547664,2.3038275188983164,0.0,True
CoT Success vs Direct Failure,G4,G1,22,spectral_entropy,0.8664051644354949,0.9042482763114186,-1.1838962078019715,0.0,True
CoT Success vs Direct Failure,G4,G1,23,speed,48.97844311153942,47.974458779400656,0.22318923149266276,0.012,False
CoT Success vs Direct Failure,G4,G1,23,dir_consistency,0.05648140473951134,0.3742069287851513,-2.7315781904997705,0.0,True
CoT Success vs Direct Failure,G4,G1,23,stabilization,0.2319704683648165,-11.86448338040064,2.265342155167568,0.0,True
CoT Success vs Direct Failure,G4,G1,23,turning_angle,1.92990350990552,1.8267901493952825,1.6849981165184789,0.0,True
CoT Success vs Direct Failure,G4,G1,23,dir_autocorr,-0.3443681840939372,-0.2466778458466176,-1.7545377506662285,0.0,True
CoT Success vs Direct Failure,G4,G1,23,tortuosity,0.04893337455766079,0.38691907027653355,-2.703801436404336,0.0,True
CoT Success vs Direct Failure,G4,G1,23,effective_dim,12.55698937471672,3.2798505880947197,3.977152811104223,0.0,True
CoT Success vs Direct Failure,G4,G1,23,cos_slope,-0.0004942214251443883,0.09010088904916258,-2.212018736327312,0.0,True
CoT Success vs Direct Failure,G4,G1,23,dist_slope,0.015212933858189686,-11.857699897831282,2.3334661036148243,0.0,True
CoT Success vs Direct Failure,G4,G1,23,early_late_ratio,0.9826978966259635,1.4134911121759872,-2.0094103455866166,0.0,True
CoT Success vs Direct Failure,G4,G1,23,radius_of_gyration,41.01331717657936,34.904705510930974,1.8006771398343868,0.0,True
CoT Success vs Direct Failure,G4,G1,23,gyration_anisotropy,0.8393739107469315,0.8211876125898323,0.3579093745183059,0.0,False
CoT Success vs Direct Failure,G4,G1,23,drift_to_spread,1.8095035168087537,1.849218291309681,-0.16754915646659344,0.05,False
CoT Success vs Direct Failure,G4,G1,23,dir_autocorr_lag2,-0.13890827460540248,-0.16911501713818114,1.3983782783769092,0.0,True
CoT Success vs Direct Failure,G4,G1,23,dir_autocorr_lag4,0.07907463551729689,0.06839766141880922,0.24946138211732313,0.14,False
CoT Success vs Direct Failure,G4,G1,23,dir_autocorr_lag8,-0.012352231295912187,-0.01587108797523087,0.06772920231638115,0.686,False
CoT Success vs Direct Failure,G4,G1,23,vel_autocorr_lag1,-856.5079570137332,-656.8499923106365,-0.9087364273808788,0.0,True
CoT Success vs Direct Failure,G4,G1,23,vel_autocorr_lag2,-339.31724692032475,-374.8795970793693,0.7333215747788949,0.0,True
CoT Success vs Direct Failure,G4,G1,23,vel_autocorr_lag4,192.90745578459027,169.01865510410732,0.23871916740060353,0.13,False
CoT Success vs Direct Failure,G4,G1,23,msd_exponent,0.1856503018502895,0.07615585152583478,4.052868981259708,0.0,True
CoT Success vs Direct Failure,G4,G1,23,cos_to_running_mean,0.8541971731078999,0.9161456349635229,-2.871641665497498,0.0,True
CoT Success vs Direct Failure,G4,G1,23,cos_to_late_window,0.7966841154568933,0.8328777564896478,-2.021389132049817,0.0,True
CoT Success vs Direct Failure,G4,G1,23,time_to_commit,13.807174887892376,5.0,2.977874896288503,0.0,True
CoT Success vs Direct Failure,G4,G1,23,recurrence_rate,0.0,0.0,0.0,1.0,False
CoT Success vs Direct Failure,G4,G1,23,psd_slope,-0.12516697653288675,-0.9088498204584089,2.297313074712229,0.0,True
CoT Success vs Direct Failure,G4,G1,23,spectral_entropy,0.8604182337530176,0.8930425873744718,-1.1140264691276927,0.0,True
CoT Success vs Direct Failure,G4,G1,24,speed,190.69857322795508,130.50609604067165,4.266361266197644,0.0,True
CoT Success vs Direct Failure,G4,G1,24,dir_consistency,0.04905512269101865,0.4241123841509887,-2.8768187127861484,0.0,True
CoT Success vs Direct Failure,G4,G1,24,stabilization,0.662290689649655,-24.100348571669223,2.036100803975505,0.0,True
CoT Success vs Direct Failure,G4,G1,24,turning_angle,1.9485178629913673,1.7545076545916105,2.3100579163648303,0.0,True
CoT Success vs Direct Failure,G4,G1,24,dir_autocorr,-0.35982271828458984,-0.17922451934641467,-2.256058940099333,0.0,True
CoT Success vs Direct Failure,G4,G1,24,tortuosity,0.04694372063059974,0.43246395414627276,-2.7382233808692065,0.0,True
CoT Success vs Direct Failure,G4,G1,24,effective_dim,7.892337474053216,2.8331880980704027,3.1173561787575546,0.0,True
CoT Success vs Direct Failure,G4,G1,24,cos_slope,-0.002157220498904215,0.07267985267486664,-2.4203964304218384,0.0,True
CoT Success vs Direct Failure,G4,G1,24,dist_slope,0.17574963284766604,-33.413419663154194,2.4528942555932183,0.0,True
CoT Success vs Direct Failure,G4,G1,24,early_late_ratio,0.9655303671755598,1.4359351982195825,-2.25094544643354,0.0,True
CoT Success vs Direct Failure,G4,G1,24,radius_of_gyration,158.75484237328774,97.44120986258936,5.498820576897719,0.0,True
CoT Success vs Direct Failure,G4,G1,24,gyration_anisotropy,0.7676440987935996,0.7893003137698696,-0.4402234705430688,0.0,False
CoT Success vs Direct Failure,G4,G1,24,drift_to_spread,1.747342101127043,1.9555211064786564,-0.8522273760096758,0.0,True
CoT Success vs Direct Failure,G4,G1,24,dir_autocorr_lag2,-0.13418471245220423,-0.1390545789392725,0.13774394050462704,0.344,False
CoT Success vs Direct Failure,G4,G1,24,dir_autocorr_lag4,0.10990116848989341,0.09805345061856008,0.21434645444913628,0.204,False
CoT Success vs Direct Failure,G4,G1,24,dir_autocorr_lag8,-0.0022882310516459834,-0.009351772653947878,0.10183178839533023,0.488,False
CoT Success vs Direct Failure,G4,G1,24,vel_autocorr_lag1,-13737.11657879064,-3777.2187148847956,-4.093420058796117,0.0,True
CoT Success vs Direct Failure,G4,G1,24,vel_autocorr_lag2,-5341.491443035314,-3238.6048780871974,-1.5600539861435665,0.0,True
CoT Success vs Direct Failure,G4,G1,24,vel_autocorr_lag4,4935.947661669265,2163.597260369195,1.3877244865663603,0.0,True
CoT Success vs Direct Failure,G4,G1,24,msd_exponent,0.16941048049615462,0.03920420255122833,5.345120038415113,0.0,True
CoT Success vs Direct Failure,G4,G1,24,cos_to_running_mean,0.8121166485842033,0.9466247043234812,-5.411449812226299,0.0,True
CoT Success vs Direct Failure,G4,G1,24,cos_to_late_window,0.7455436766414899,0.8585524294111464,-6.116306804460053,0.0,True
CoT Success vs Direct Failure,G4,G1,24,time_to_commit,10.704035874439462,13.844444444444445,-0.5076273714936265,0.004,True
CoT Success vs Direct Failure,G4,G1,24,recurrence_rate,0.0,0.0,0.0,1.0,False
CoT Success vs Direct Failure,G4,G1,24,psd_slope,-1.2490104550499692,-0.235419178564763,-2.081809865181273,0.0,True
CoT Success vs Direct Failure,G4,G1,24,spectral_entropy,0.8345631571088619,0.9034414928176285,-1.1932101989818558,0.0,True
CoT Success vs CoT Failure,G4,G3,0,speed,0.5583212017478429,0.5568450348717826,0.09997781958304802,0.45,False
CoT Success vs CoT Failure,G4,G3,0,dir_consistency,0.04474615512808337,0.044243542550059065,0.060574747611053324,0.648,False
CoT Success vs CoT Failure,G4,G3,0,stabilization,0.0009220533209285273,0.0007045953999229152,0.18119240710498496,0.152,False
CoT Success vs CoT Failure,G4,G3,0,turning_angle,2.0243091903994435,2.0487701134248213,-0.7533896647683419,0.0,True
CoT Success vs CoT Failure,G4,G3,0,dir_autocorr,-0.4326328607150792,-0.44942116272913946,0.6193452643617218,0.0,True
CoT Success vs CoT Failure,G4,G3,0,tortuosity,0.03561751480995268,0.035151804857826804,0.24144130684365647,0.072,False
CoT Success vs CoT Failure,G4,G3,0,effective_dim,8.597032795037924,9.112059624164136,-0.6535058855766578,0.0,True
CoT Success vs CoT Failure,G4,G3,0,cos_slope,-0.0020334131686103787,-0.0021558822612966627,0.0662402913545033,0.6,False
CoT Success vs CoT Failure,G4,G3,0,dist_slope,0.001119871476834043,0.0010834902554600469,0.03500395250901245,0.814,False
CoT Success vs CoT Failure,G4,G3,0,early_late_ratio,0.8920677411182044,0.8628049113533713,0.4872205988765512,0.0,False
CoT Success vs CoT Failure,G4,G3,0,radius_of_gyration,0.409088069013416,0.41409560805791384,-1.0013705849781682,0.0,True
CoT Success vs CoT Failure,G4,G3,0,gyration_anisotropy,0.8537779204655364,0.8580873222496197,-0.38956331473182026,0.004,False
CoT Success vs CoT Failure,G4,G3,0,drift_to_spread,1.5061420138106751,1.4643992897752043,0.5693899015037768,0.0,True
CoT Success vs CoT Failure,G4,G3,0,dir_autocorr_lag2,-0.07570905169581593,-0.05631167681921004,-0.6355643278924739,0.0,True
CoT Success vs CoT Failure,G4,G3,0,dir_autocorr_lag4,0.10033993621883,0.04120788832936683,0.9458705589005677,0.0,True
CoT Success vs CoT Failure,G4,G3,0,dir_autocorr_lag8,-0.0066143031304622775,0.006537031965910799,-0.2579974357777117,0.064,False
CoT Success vs CoT Failure,G4,G3,0,vel_autocorr_lag1,-0.14594546648686244,-0.1542191222890631,0.7866266815906156,0.0,True
CoT Success vs CoT Failure,G4,G3,0,vel_autocorr_lag2,-0.022969797989687603,-0.016529526648054155,-0.6342701325650754,0.0,True
CoT Success vs CoT Failure,G4,G3,0,vel_autocorr_lag4,0.03480443315927119,0.01428992854689802,0.9791505949192753,0.0,True
CoT Success vs CoT Failure,G4,G3,0,msd_exponent,0.04206193976129034,0.06300580314147458,-0.799325967162262,0.0,True
CoT Success vs CoT Failure,G4,G3,0,cos_to_running_mean,0.595646522237581,0.5677338335421178,1.070071751169248,0.0,True
CoT Success vs CoT Failure,G4,G3,0,cos_to_late_window,0.45855569117806955,0.4083006807735988,0.888150290926691,0.0,True
CoT Success vs CoT Failure,G4,G3,0,time_to_commit,22.16591928251121,22.974025974025974,-0.17072312722309688,0.214,False
CoT Success vs CoT Failure,G4,G3,0,recurrence_rate,0.03790865036887019,0.03537390029325508,0.262719567393075,0.038,False
CoT Success vs CoT Failure,G4,G3,0,determinism,0.3731651138388325,0.3914142265828961,-0.13889798449418864,0.296,False
CoT Success vs CoT Failure,G4,G3,0,laminarity,0.06316532273078156,0.104605838082116,-0.3156951180105686,0.014,False
CoT Success vs CoT Failure,G4,G3,0,trapping_time,2.0,2.0,0.0,1.0,False
CoT Success vs CoT Failure,G4,G3,0,diagonal_entropy,0.34666927120430474,0.1752644214316852,0.5376656865630763,0.0,True
CoT Success vs CoT Failure,G4,G3,0,psd_slope,-0.0574689759449974,0.16871193511117658,-0.5370458379668764,0.0,True
CoT Success vs CoT Failure,G4,G3,0,spectral_entropy,0.8852122174652816,0.8825965217401885,0.07419549908148172,0.588,False
CoT Success vs CoT Failure,G4,G3,1,speed,5.996074086347503,6.10053030236975,-0.5908012381127467,0.0,True
CoT Success vs CoT Failure,G4,G3,1,dir_consistency,0.03958710214549111,0.04511204705416377,-0.5948374721613353,0.0,True
CoT Success vs CoT Failure,G4,G3,1,stabilization,0.0028515484473406053,0.007648325906883062,-0.5488950072644091,0.0,True
CoT Success vs CoT Failure,G4,G3,1,turning_angle,2.0531321747955187,2.057467491595776,-0.23016442068113224,0.076,False
CoT Success vs CoT Failure,G4,G3,1,dir_autocorr,-0.4574963789884285,-0.45896954737700424,0.09460609912677136,0.512,False
CoT Success vs CoT Failure,G4,G3,1,tortuosity,0.03278398900522508,0.03252517901264223,0.09328133207084173,0.436,False
CoT Success vs CoT Failure,G4,G3,1,effective_dim,11.608010924985056,11.7575697093815,-0.20971025100871468,0.104,False
CoT Success vs CoT Failure,G4,G3,1,cos_slope,-0.0015032680876107042,-0.0011140342776222866,-0.25847588204495575,0.068,False
CoT Success vs CoT Failure,G4,G3,1,dist_slope,0.0035983187234995997,0.007861021882727585,-0.4195126939796339,0.002,False
CoT Success vs CoT Failure,G4,G3,1,early_late_ratio,0.9197127533065899,0.8804502789076273,0.7692610462182033,0.0,True
CoT Success vs CoT Failure,G4,G3,1,radius_of_gyration,4.251450220031054,4.379796963233452,-0.9630539715686984,0.0,True
CoT Success vs CoT Failure,G4,G3,1,gyration_anisotropy,0.8302707063902741,0.8364706350175386,-0.4119827051189257,0.004,False
CoT Success vs CoT Failure,G4,G3,1,drift_to_spread,1.4334812618691826,1.4046684441628394,0.23572858331502738,0.06,False
CoT Success vs CoT Failure,G4,G3,1,dir_autocorr_lag2,-0.06150134914500358,-0.06239956804753773,0.03776217929578501,0.772,False
CoT Success vs CoT Failure,G4,G3,1,dir_autocorr_lag4,0.08372302478933161,0.04475014406413613,0.6699035330420631,0.0,True
CoT Success vs CoT Failure,G4,G3,1,dir_autocorr_lag8,-0.0025667720788832846,0.023492854535496516,-0.4808032416038816,0.0,False
CoT Success vs CoT Failure,G4,G3,1,vel_autocorr_lag1,-17.248180949634502,-18.453039900048985,0.8076281542009203,0.0,True
CoT Success vs CoT Failure,G4,G3,1,vel_autocorr_lag2,-2.1014837138855937,-2.3238587062080187,0.3077540344637131,0.032,False
CoT Success vs CoT Failure,G4,G3,1,vel_autocorr_lag4,2.499938978591199,0.967086347086089,0.7863896978689383,0.0,True
CoT Success vs CoT Failure,G4,G3,1,msd_exponent,0.02131789885018364,0.036688443238042504,-0.9100791867483959,0.0,True
CoT Success vs CoT Failure,G4,G3,1,cos_to_running_mean,0.5364241455702504,0.531597964949422,0.6083538516305736,0.0,True
CoT Success vs CoT Failure,G4,G3,1,cos_to_late_window,0.3904776133496665,0.37272424318573694,0.771233106773436,0.0,True
CoT Success vs CoT Failure,G4,G3,1,time_to_commit,14.165919282511211,21.12987012987013,-0.6879112709194127,0.0,True
CoT Success vs CoT Failure,G4,G3,1,recurrence_rate,0.01005352234919711,0.008064516129032208,0.5824426145661896,0.0,True
CoT Success vs CoT Failure,G4,G3,1,determinism,0.4775304292120436,0.7529881374037218,-0.8352772877725313,0.0,True
CoT Success vs CoT Failure,G4,G3,1,laminarity,0.0,0.0,0.0,1.0,False
CoT Success vs CoT Failure,G4,G3,1,diagonal_entropy,0.010849673322189904,0.008269634478673564,0.032702254290566904,0.658,False
CoT Success vs CoT Failure,G4,G3,1,psd_slope,-1.3552712056882665,-1.055333827421516,-0.5609691735421678,0.0,True
CoT Success vs CoT Failure,G4,G3,1,spectral_entropy,0.8438579798956546,0.8469824737142907,-0.07785487912070696,0.544,False
CoT Success vs CoT Failure,G4,G3,2,speed,8.104198100855532,8.095703025916954,0.08339115251563618,0.524,False
CoT Success vs CoT Failure,G4,G3,2,dir_consistency,0.04163601799897277,0.04580180059102445,-0.5303907211647483,0.0,True
CoT Success vs CoT Failure,G4,G3,2,stabilization,0.013440500156468643,0.0032201688360558637,0.6446220110431586,0.0,True
CoT Success vs CoT Failure,G4,G3,2,turning_angle,2.0244818984660333,2.030480230009401,-0.3474537121485581,0.014,False
CoT Success vs CoT Failure,G4,G3,2,dir_autocorr,-0.43533605243593054,-0.43919373061749845,0.2653919706799531,0.03,False
CoT Success vs CoT Failure,G4,G3,2,tortuosity,0.03473679388919214,0.034607614112364744,0.07316002374965386,0.556,False
CoT Success vs CoT Failure,G4,G3,2,effective_dim,12.12227631042891,12.416233991647696,-0.40288701667044197,0.002,False
CoT Success vs CoT Failure,G4,G3,2,cos_slope,-0.0006872171951969767,-0.0005500925141829488,-0.11056724279615845,0.39,False
CoT Success vs CoT Failure,G4,G3,2,dist_slope,0.008916650134700924,0.007719029587309961,0.09718706662119773,0.498,False
CoT Success vs CoT Failure,G4,G3,2,early_late_ratio,0.9211976127239621,0.8966079245914113,0.5918973264156794,0.0,True
CoT Success vs CoT Failure,G4,G3,2,radius_of_gyration,5.915399348254696,5.963866995526598,-0.7505599969917998,0.0,True
CoT Success vs CoT Failure,G4,G3,2,gyration_anisotropy,0.8561368508624818,0.8621733451815791,-0.49869949540816294,0.002,False
CoT Success vs CoT Failure,G4,G3,2,drift_to_spread,1.4751977075910354,1.4562803367515662,0.25615346476280165,0.058,False
CoT Success vs CoT Failure,G4,G3,2,dir_autocorr_lag2,-0.07600559622483667,-0.07640025625912492,0.016686699076754255,0.906,False
CoT Success vs CoT Failure,G4,G3,2,dir_autocorr_lag4,0.08083660586950087,0.043814287058307554,0.6431938708201044,0.0,True
CoT Success vs CoT Failure,G4,G3,2,dir_autocorr_lag8,-0.006446187714846409,0.017495670228857875,-0.4842532327222883,0.0,False
CoT Success vs CoT Failure,G4,G3,2,vel_autocorr_lag1,-29.451485236129418,-30.06320235017058,0.4863405405086262,0.0,False
CoT Success vs CoT Failure,G4,G3,2,vel_autocorr_lag2,-4.95068215254711,-5.144537730650469,0.15674303783348395,0.268,False
CoT Success vs CoT Failure,G4,G3,2,vel_autocorr_lag4,4.8551461615102705,2.1999761440924237,0.7411173111599142,0.0,True
CoT Success vs CoT Failure,G4,G3,2,msd_exponent,0.053259623838189704,0.0697988532094691,-0.949213979662022,0.0,True
CoT Success vs CoT Failure,G4,G3,2,cos_to_running_mean,0.6661641306406714,0.6622105860090876,0.6248835422278154,0.0,True
CoT Success vs CoT Failure,G4,G3,2,cos_to_late_window,0.5566281144394468,0.5430814879281181,0.7305060403459975,0.0,True
CoT Success vs CoT Failure,G4,G3,2,time_to_commit,19.233183856502244,20.92207792207792,-0.2190210975935605,0.074,False
CoT Success vs CoT Failure,G4,G3,2,recurrence_rate,0.0006147837407782242,0.0008902387934645712,-0.28976265262494444,0.026,False
CoT Success vs CoT Failure,G4,G3,2,determinism,0.0,0.0,0.0,1.0,False
CoT Success vs CoT Failure,G4,G3,2,laminarity,0.0,0.0,0.0,1.0,False
CoT Success vs CoT Failure,G4,G3,2,psd_slope,-0.9200957796669548,-0.6206938629426033,-0.6765966367863104,0.0,True
CoT Success vs CoT Failure,G4,G3,2,spectral_entropy,0.8856361019235057,0.8940263487816132,-0.21544366209203716,0.12,False
CoT Success vs CoT Failure,G4,G3,3,speed,9.816586263511214,9.843237827350567,-0.2769458224918224,0.038,False
CoT Success vs CoT Failure,G4,G3,3,dir_consistency,0.046659899065312746,0.04892120045887955,-0.3421600123117901,0.01,False
CoT Success vs CoT Failure,G4,G3,3,stabilization,0.011158641167044285,0.0009424310300856661,0.7643102716237599,0.0,True
CoT Success vs CoT Failure,G4,G3,3,turning_angle,1.9896193502195212,1.9971564961718273,-0.48253426192838256,0.0,False
CoT Success vs CoT Failure,G4,G3,3,dir_autocorr,-0.4043864018446661,-0.41061984912141575,0.4519791410584683,0.002,False
CoT Success vs CoT Failure,G4,G3,3,tortuosity,0.03671826325323545,0.03683382350128963,-0.05131384658836406,0.692,False
CoT Success vs CoT Failure,G4,G3,3,effective_dim,13.093439679509322,13.556998946449973,-0.5493072926942127,0.0,True
CoT Success vs CoT Failure,G4,G3,3,cos_slope,-0.00014736225400654348,-0.00047880849142795047,0.3365633797126301,0.008,False
CoT Success vs CoT Failure,G4,G3,3,dist_slope,0.006280042268157957,0.008624283766516767,-0.2208508580849062,0.098,False
CoT Success vs CoT Failure,G4,G3,3,early_late_ratio,0.9351859597881813,0.9117225447258392,0.6601589749011196,0.0,True
CoT Success vs CoT Failure,G4,G3,3,radius_of_gyration,7.469165900362981,7.542603015899658,-0.8566622613739365,0.0,True
CoT Success vs CoT Failure,G4,G3,3,gyration_anisotropy,0.8746622974157275,0.8782051432666644,-0.35394615591973966,0.002,False
CoT Success vs CoT Failure,G4,G3,3,drift_to_spread,1.4957680247824288,1.489926053332044,0.06690234168026424,0.62,False
CoT Success vs CoT Failure,G4,G3,3,dir_autocorr_lag2,-0.08820141178676898,-0.0850840577637994,-0.15718985765992016,0.19,False
CoT Success vs CoT Failure,G4,G3,3,dir_autocorr_lag4,0.0749077760998677,0.04443415055843674,0.6075594600377556,0.0,True
CoT Success vs CoT Failure,G4,G3,3,dir_autocorr_lag8,-0.006004072909792578,0.014607949354462834,-0.46774917126174304,0.0,False
CoT Success vs CoT Failure,G4,G3,3,vel_autocorr_lag1,-40.04731858257755,-40.95129548109971,0.5810518914733163,0.0,True
CoT Success vs CoT Failure,G4,G3,3,vel_autocorr_lag2,-8.58998060547183,-8.623955531553788,0.020147490472472704,0.848,False
CoT Success vs CoT Failure,G4,G3,3,vel_autocorr_lag4,6.814941903584607,3.8036370136134035,0.6614728553026326,0.0,True
CoT Success vs CoT Failure,G4,G3,3,msd_exponent,0.09769538871529898,0.11038931220679589,-0.7943139940894742,0.0,True
CoT Success vs CoT Failure,G4,G3,3,cos_to_running_mean,0.642093078437942,0.6318422493996558,1.0600534206466417,0.0,True
CoT Success vs CoT Failure,G4,G3,3,cos_to_late_window,0.5145041239635827,0.4958156099567166,0.9090891310255618,0.0,True
CoT Success vs CoT Failure,G4,G3,3,time_to_commit,19.017937219730943,19.337662337662337,-0.0416659804701622,0.772,False
CoT Success vs CoT Failure,G4,G3,3,recurrence_rate,0.0,0.0,0.0,1.0,False
CoT Success vs CoT Failure,G4,G3,3,psd_slope,-0.5197100858731498,-0.011012458931439427,-0.824504204101386,0.0,True
CoT Success vs CoT Failure,G4,G3,3,spectral_entropy,0.9014191057745241,0.8886635704777317,0.6330724354372447,0.0,True
CoT Success vs CoT Failure,G4,G3,4,speed,10.508436831658196,10.581850460597447,-0.7268114573692075,0.0,True
