model,layer,metric,g4_mean,g1_mean,t_stat,p_val,cohen_d,n_g4,n_g1
pythia410m,1,full_effective_dimension,6.920086656297956,2.069826643885547,18.729789067482574,4.634886606552091e-07,5.034714762056031,7,393
pythia410m,1,full_cos_slope_to_final,-0.0007297024845662714,-0.02925862504706574,15.718555013869983,6.222550919045185e-36,1.6349722039004522,7,186
pythia410m,1,full_time_to_commit,9.857142857142858,1.7419354838709677,10.960324503073311,3.1037999317319624e-05,5.734620210621513,7,186
pythia410m,1,full_commitment_sharpness,0.575707026890346,0.21270217818598594,16.288835044269927,5.815955267861119e-38,1.7242296691072732,7,186
pythia410m,1,full_phase_count,3.7142857142857144,1.0330788804071247,3.005153854873192,0.023841181787987328,1.7275342106264246,7,393
pythia410m,1,clean_interlayer_alignment,0.8253816110747201,0.43939316348568475,18.436785790041295,4.079975271669605e-55,1.317138468383981,7,393
pythia410m,1,full_interlayer_alignment,0.8230413657142857,0.8336053944783716,-20.384764768375202,1.5944373301286055e-21,-1.8683640628539282,7,393
pythia410m,1,clean_speed,12.418794359479632,11.686054535210133,6.76600828939705,3.889152253391116e-06,1.0289793613186982,7,208
pythia410m,1,clean_turn_angle,2.135645866394043,0.4792840715784293,27.286884385859253,1.972565454973866e-71,2.725885431834957,7,208
pythia410m,1,clean_tortuosity,0.046737789043358346,0.8895855162006158,-60.66409544619012,2.3915238963711222e-136,-6.038157933051074,7,208
pythia410m,1,clean_dir_consistency,0.057910687689270254,0.8881788875621098,-57.28022529418375,1.2769233363426171e-122,-5.8720614684688215,7,208
pythia410m,1,clean_stabilisation,0.15767547473256252,-0.0014111941934595495,6.401189357640559,0.0006676914820207912,3.5109755791696338,7,208
pythia410m,1,clean_radius_of_gyration,8.36998462677002,6.086929635359691,54.60785528199912,4.997182717387316e-15,9.913412137811852,7,208
pythia410m,1,clean_effective_dimension,6.192164966038296,1.0000419748517184,20.37538298262883,9.084641138503189e-07,11.763727503484885,7,208
pythia410m,1,full_msd_exponent,0.012014642171938499,-0.06888260637480749,1.920685261887294,0.08296418141737817,0.8612091173101264,7,11
pythia410m,1,full_fractal_dimension,376.239831863319,0.5957460975482034,3.977510331960762,0.007302808190406618,2.2963862020663677,7,11
pythia410m,2,clean_phase_count,4.285714285714286,1.0178117048346056,11.415497970147964,2.5677815589245593e-05,5.89716290288259,7,393
pythia410m,2,full_speed,13.407722714285713,13.048990274300255,5.745162113330133,4.22709465307654e-06,0.558861174157078,7,393
pythia410m,2,full_turn_angle,2.0874122210911343,1.2684548450183626,15.322188744463404,6.534302848771719e-42,1.1090160432486766,7,393
pythia410m,2,full_tortuosity,0.07267252085714285,0.542406682989822,-23.174454587787494,1.3106994187388312e-75,-1.6774196750022268,7,393
pythia410m,2,full_dir_consistency,0.07810037714285714,0.5474623531806615,-23.375453923204034,8.318140961149827e-76,-1.701998139541721,7,393
pythia410m,2,full_stabilisation,0.040386915484319316,0.2313197946367786,-6.045781182988589,5.432085774664221e-05,-0.7756200310211779,7,393
pythia410m,2,full_radius_of_gyration,9.497626428571428,7.520983487022901,37.17624890213775,1.2776384226072605e-67,2.964648444641279,7,393
pythia410m,2,full_effective_dimension,7.158021518162319,1.9778850014883143,19.321264248655314,4.943836999518083e-07,5.695926628340595,7,393
pythia410m,2,full_cos_slope_to_final,-0.0026105046637966713,-0.024104675367397202,14.460930071505551,1.8467535506975662e-32,1.5355111888854478,7,186
pythia410m,2,full_time_to_commit,9.857142857142858,1.7688172043010753,10.929394404858563,3.197543317242379e-05,5.788157813836489,7,186
pythia410m,2,full_commitment_sharpness,0.6706677845546177,0.2756881406230311,17.661397483233397,5.14976885026202e-42,1.8674052017515839,7,186
pythia410m,2,full_phase_count,3.7142857142857144,1.0559796437659033,4.124313763331152,0.006156045694093533,2.298590189711437,7,393
pythia410m,2,clean_interlayer_alignment,0.8253816110747201,0.43939316348568475,18.436785790041295,4.079975271669605e-55,1.317138468383981,7,393
pythia410m,2,full_interlayer_alignment,0.8230413657142857,0.8336053944783716,-20.384764768375202,1.5944373301286055e-21,-1.8683640628539282,7,393
pythia410m,2,clean_speed,13.696206365312849,12.864341960503506,8.662969659605306,3.171379171059574e-09,1.150869285167165,7,208
pythia410m,2,clean_turn_angle,2.1364531176430837,0.47681220047749007,27.427678177470003,1.4527128759093254e-71,2.753810038070181,7,208
pythia410m,2,clean_tortuosity,0.04742166187082014,0.8911370918727838,-61.756064855942995,6.208503979766733e-138,-6.154889696826687,7,208
pythia410m,2,clean_dir_consistency,0.05901042478425157,0.889024671453696,-57.686605133277276,6.196475438169832e-121,-5.936507333075516,7,208
pythia410m,2,clean_stabilisation,0.17431148972600674,-0.002007718882755717,7.97712373060384,0.00019013328405325294,4.076539512085538,7,208
pythia410m,2,clean_radius_of_gyration,9.214469909667969,6.721640724402207,78.03156833235468,2.1586281317672846e-66,8.966632745182217,7,208
pythia410m,2,clean_effective_dimension,6.223870754241943,1.0017880528019025,19.999819231175334,1.0133453365437926e-06,11.537841725013202,7,208
pythia410m,2,full_msd_exponent,0.004363615836675515,-0.05433191481419901,1.2292918083971494,0.24567274391890936,0.5527571169387818,7,11
pythia410m,2,full_fractal_dimension,16.50188306277151,0.47118741429859345,1.5034881187247338,0.1832172293210896,0.8674747531947224,7,11
pythia410m,3,clean_phase_count,3.4285714285714284,1.0127226463104326,6.545686883131279,0.0006021685767313937,3.642488766812503,7,393
pythia410m,3,full_speed,15.502862857142857,15.29181236870229,3.6629284798011743,0.00032204006965402793,0.2818955222574004,7,393
pythia410m,3,full_turn_angle,2.0618665558951244,1.2748940229112562,14.673813961230675,3.024650622565407e-39,1.059966387456633,7,393
pythia410m,3,full_tortuosity,0.06984733357142857,0.5440176891959289,-23.46194443716119,8.515897670238674e-77,-1.6990659488955693,7,393
