model,layer,group_a,group_b,metric,cohen_d,p_val,mean_a,mean_b
pythia410m,0,G2,G3,full_tortuosity,88.16251092960819,0.0,1.0,0.04915268069768638
pythia410m,0,G2,G3,full_dir_consistency,120.02898290558277,0.0,1.0,0.05360439359511568
pythia410m,0,G2,G3,full_stabilisation,2.5531298339789723,3.7554426467908586e-124,0.0,-0.010527810337105287
pythia410m,0,G2,G3,full_radius_of_gyration,-21.995435796558734,0.0,0.49717534,0.6597482876092544
pythia410m,0,G2,G3,full_effective_dimension,-8.499843449380037,1.2614478701068274e-306,1.0,7.12250750598074
pythia410m,0,G2,G3,full_phase_count,-1.45246907761078,1.1812330111428856e-62,1.0,5.884318766066838
pythia410m,0,G2,G3,clean_interlayer_alignment,0.7996254282041756,0.0012377535928866478,0.8282371844564166,0.8261524323939051
pythia410m,0,G2,G3,full_interlayer_alignment,1.6825926580099082,1.6714956288680858e-05,0.82823718,0.8242892154498715
pythia410m,0,G2,G3,clean_speed,0.027930484512168043,0.6974698524234036,0.9943506717681884,0.9939874301839304
pythia410m,0,G2,G3,clean_turn_angle,-215.6272507981847,0.0,0.0,2.1225419369332283
pythia410m,0,G2,G3,clean_tortuosity,124.22847349956886,0.0,1.0,0.034514051602296196
pythia410m,0,G2,G3,clean_dir_consistency,172.7265889967058,0.0,1.0,0.04423838863173223
pythia410m,0,G2,G3,clean_stabilisation,-0.9580482999969746,1.0799677745100904e-33,0.0,0.0013782337661774498
pythia410m,0,G2,G3,clean_radius_of_gyration,-20.63379070288846,0.0,0.4971753358840942,0.6585888448901532
pythia410m,0,G2,G3,clean_effective_dimension,-8.712570517184902,0.0,1.0,6.661115507846627
pythia410m,0,G2,G4,clean_phase_count,-3.0186917696247155,0.0019599724635419634,1.0,4.857142857142857
pythia410m,0,G2,G4,full_speed,34.641084892544,1.4404315026243281e-09,0.9943507,0.9279641585714288
pythia410m,0,G2,G4,full_turn_angle,-122.59875892196128,7.359899441840512e-13,0.0,2.1446628911154613
pythia410m,0,G2,G4,full_tortuosity,160.423607023132,1.466363884653763e-13,1.0,0.06768710671428572
pythia410m,0,G2,G4,full_dir_consistency,161.43181463224298,1.4122700486862373e-13,1.0,0.06769789385714285
pythia410m,0,G2,G4,full_stabilisation,3.707806643571211,0.0006731812511758194,0.0,-0.0175433449772154
pythia410m,0,G2,G4,full_radius_of_gyration,-126.59269696146904,6.072196671347209e-13,0.49717534,0.6555303114285715
pythia410m,0,G2,G4,full_effective_dimension,-9.088332092654001,4.166308303252327e-06,1.0,7.707347869873047
pythia410m,0,G2,G4,full_phase_count,-6.933752452815364,2.0213485692321408e-05,1.0,4.571428571428571
pythia410m,0,G2,G4,clean_interlayer_alignment,2.935478497169758,0.00026970791035286926,0.8282371844564166,0.8253816110747201
pythia410m,0,G2,G4,full_interlayer_alignment,5.769615080921449,5.142638181139958e-07,0.82823718,0.8230413657142857
pythia410m,0,G2,G4,clean_speed,0.9030665601485298,0.16881426930005883,0.9943506717681884,0.9899407795497349
pythia410m,0,G2,G4,clean_turn_angle,-122.59875892196128,7.359899441840512e-13,0.0,2.1446628911154613
pythia410m,0,G2,G4,clean_tortuosity,214.2954541065742,2.5811462321027653e-14,1.0,0.04822635171668865
pythia410m,0,G2,G4,clean_dir_consistency,159.27511428798698,1.530955555248842e-13,1.0,0.05451092443295883
pythia410m,0,G2,G4,clean_stabilisation,-0.6023181422979894,0.33703330964209766,0.0,0.0014839242053815143
pythia410m,0,G2,G4,clean_radius_of_gyration,-98.40816360541295,2.7511725313310333e-12,0.4971753358840942,0.654220964227404
pythia410m,0,G2,G4,clean_effective_dimension,-8.348065824537152,6.857363525841392e-06,1.0,7.078843252999442
