dimension_drop
0.02200222
0.0677042
0.008545399
-0.05181265
0.022622108
0.08154631
-0.025148869
0.032913208
0.0027484894
0.22229862
0.010621071
0.036719322
-0.014262199
-0.0031795502
0.22487211
-0.0012102127
-0.16764832
0.07351637
0.07299137
0.32663298
-0.01805687
-0.033395767
0.13946295
0.27060795
0.09139395
0.1769762
-0.10606098
-0.08293486
-0.15516567
-0.08283186
0.13954449
-0.15865183
-0.008440018
-0.028002262
0.036759853
0.040640354
0.10507536
0.0349226
-0.11718845
0.046380043
-0.021715164
-0.052124023
0.06849527
0.28271437
0.18438578
-0.020866394
0.025638103
0.08123541
0.022848606
-0.05988407
-0.005936146
0.07711601
-0.057746887
-0.19306564
0.11558819
0.1516633
0.0045371056
0.1487031
-0.07813549
-0.021868706
0.04112053
-0.153368
0.023319244
-0.03520441
0.01870966
0.019647598
-0.017734528
0.023471832
0.11575937
-0.031215668
-0.0028066635
-0.050931454
0.01125145
0.052544594
0.22462702
0.09484291
-0.013119698
