dimension_drop
0.04765463
-0.43303013
-0.116416454
-0.25749826
-0.07398653
0.32800293
-0.15191841
-0.5280647
0.05344391
-0.15506268
-0.17139435
0.93365765
-0.09045124
-0.03266239
0.26514912
0.039922237
0.16347694
0.28838682
0.4043026
-0.22643518
-0.41386843
-0.67143965
0.08848524
-0.19664764
0.32618237
0.33869743
-0.24334049
0.14576101
-0.009942055
-0.40488386
-0.3879671
0.3208437
0.41435623
-0.08967447
-0.10578966
0.18144369
0.258101
0.3768735
0.0022668839
0.13965702
0.2688408
-0.13028097
0.33165073
-0.28243446
0.31992817
