dimension_drop
0.22785997
-0.016313553
0.14038992
0.07901049
-0.06364727
0.21508598
-0.05927086
-0.018789291
-0.1769557
0.05468273
0.20073986
0.23397207
-0.09955883
0.17146683
0.20937824
0.25990295
-0.1771636
0.18552303
-0.13771152
-0.09965515
0.09725523
-0.039386272
0.14370394
0.10055542
0.21601486
0.21582317
0.2741685
0.16030598
0.13360167
0.1921215
0.11054468
0.15289736
-0.31784916
0.021502018
0.13415575
0.13682652
-0.10390043
0.2688632
0.027628899
-0.059645653
0.22313929
0.28396654
0.0867095
0.14889479
0.014533043
0.26258135
-0.017883778
0.11504793
0.093966484
0.27322054
0.07259083
0.28472567
-0.038906097
-0.039725304
-0.02506113
0.20807219
0.20352316
0.027029037
0.16305304
0.07376528
0.24998331
0.19733143
0.28462362
0.20701885
0.0871048
0.16316319
-0.030423641
0.09901953
0.04816389
0.22466087
0.120563984
0.08584499
0.23291206
0.18015718
0.10224819
0.009206295
-0.036780357
-0.27413177
-0.25062323
0.006901264
0.049216747
0.1322012
0.00540781
0.1529274
0.26637363
-0.010214806
-0.10921049
0.15012598
0.09247637
0.26350975
0.047350407
0.23548126
-0.12030029
-0.118003845
0.15435886
0.08584499
0.15986347
-0.04963255
0.103756905
0.22289419
0.17676353
0.15234947
0.27929878
0.16083336
-0.0823102
0.05171299
0.1557684
0.27664375
0.2585001
-0.005956173
-0.06726599
0.083343506
0.20935631
0.103607655
0.20694637
0.24110651
0.1168375
0.029651642
-0.002538681
0.2166729
0.16419792
0.09141159
0.03903961
0.13701153
-0.17785835
0.24803877
0.04206133
0.03770113
0.086918354
0.15041304
0.17283201
0.1638174
0.075339794
-0.045003414
-0.11934757
0.259943
0.08627653
-0.13286066
0.15451479
-0.044858932
0.3052101
0.18624163
0.30108118
0.08786583
0.0054569244
0.23653984
0.011219025
0.17829514
0.21683502
-0.16216707
0.019124031
-0.10947847
0.23449183
-0.007863998
-0.056074142
0.1073184
0.1744132
0.0023789406
0.25173855
0.114686966
0.07069397
-0.12553358
0.2327547
0.21074724
0.2201953
0.1650896
-0.14915895
0.21689415
0.27990007
-0.03783226
0.21736717
0.20578384
0.024627209
0.28743982
0.21396446
0.14057827
0.2024436
0.22666168
0.17329884
-0.019770145
0.008503914
0.14749765
0.16923046
0.1397605
-0.03453207
0.0774374
0.10605049
0.2435708
0.03907776
0.13831949
-0.05337286
0.15550995
0.24509811
0.20528221
0.078642845
0.12641048
0.23872137
0.24967289
0.217309
0.18634129
0.26236868
0.17535973
-0.0666461
-0.059509277
0.01077652
0.060760975
0.21925592
0.17814445
0.16605568
0.08539677
-0.05375862
0.19118166
0.2882843
0.24080181
0.32330132
-0.069242954
0.08956194
-0.20887804
0.075315
0.028286934
0.17529202
0.033186913
0.26204157
