comparison,group1,group2,layer,metric,cohens_d,perm_p,significant,n1,n2
Direct Success vs Direct Failure,G2,G1,25,radius_of_gyration,-0.3877874529652793,0.002,True,198,102
Direct Success vs Direct Failure,G2,G1,26,radius_of_gyration,-0.388061140114764,0.002,True,198,102
Direct Success vs Direct Failure,G2,G1,27,radius_of_gyration,-0.8336522334012094,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,28,radius_of_gyration,-1.8234009817233154,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,0,msd_exponent,-1.6049976022910544,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,1,msd_exponent,-1.6104684400270226,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,2,msd_exponent,0.2972418673358652,0.015,True,198,102
Direct Success vs Direct Failure,G2,G1,3,msd_exponent,0.2944493782253667,0.016,True,198,102
Direct Success vs Direct Failure,G2,G1,4,msd_exponent,0.3063332534753055,0.014,True,198,102
Direct Success vs Direct Failure,G2,G1,5,msd_exponent,0.33298179114856824,0.007,True,198,102
Direct Success vs Direct Failure,G2,G1,6,msd_exponent,0.34096463055481185,0.007,True,198,102
Direct Success vs Direct Failure,G2,G1,7,msd_exponent,0.3409987321846857,0.007,True,198,102
Direct Success vs Direct Failure,G2,G1,8,msd_exponent,0.34192853767841375,0.007,True,198,102
Direct Success vs Direct Failure,G2,G1,9,msd_exponent,0.33797106488794926,0.007,True,198,102
Direct Success vs Direct Failure,G2,G1,10,msd_exponent,0.3428589781623084,0.007,True,198,102
Direct Success vs Direct Failure,G2,G1,11,msd_exponent,0.3427800015190289,0.007,True,198,102
Direct Success vs Direct Failure,G2,G1,12,msd_exponent,0.356026867364098,0.004,True,198,102
Direct Success vs Direct Failure,G2,G1,13,msd_exponent,0.3527411694519271,0.004,True,198,102
Direct Success vs Direct Failure,G2,G1,14,msd_exponent,0.3415036493396335,0.007,True,198,102
Direct Success vs Direct Failure,G2,G1,15,msd_exponent,0.3382978692913946,0.007,True,198,102
Direct Success vs Direct Failure,G2,G1,16,msd_exponent,0.3359440469825805,0.007,True,198,102
Direct Success vs Direct Failure,G2,G1,17,msd_exponent,0.32482984995865455,0.007,True,198,102
Direct Success vs Direct Failure,G2,G1,18,msd_exponent,0.3143381502390325,0.011,True,198,102
Direct Success vs Direct Failure,G2,G1,19,msd_exponent,0.2994466076366991,0.014,True,198,102
Direct Success vs Direct Failure,G2,G1,20,msd_exponent,0.2797705021207479,0.025,True,198,102
Direct Success vs Direct Failure,G2,G1,21,msd_exponent,0.2834209634524406,0.021,True,198,102
Direct Success vs Direct Failure,G2,G1,22,msd_exponent,0.2702610812766127,0.031,True,198,102
Direct Success vs Direct Failure,G2,G1,23,msd_exponent,0.3427299448427523,0.007,True,198,102
Direct Success vs Direct Failure,G2,G1,24,msd_exponent,0.37743068686261905,0.004,True,198,102
Direct Success vs Direct Failure,G2,G1,25,msd_exponent,0.38722101410235776,0.001,True,198,102
Direct Success vs Direct Failure,G2,G1,26,msd_exponent,0.39999108387768645,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,27,msd_exponent,0.537762454574021,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,28,msd_exponent,-2.419271705852391,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,0,cos_to_late_window,-0.30389679991366175,0.013,True,198,102
Direct Success vs Direct Failure,G2,G1,1,cos_to_late_window,-0.32463848998165096,0.01,True,198,102
Direct Success vs Direct Failure,G2,G1,2,cos_to_late_window,-0.30470932020137204,0.011,True,198,102
Direct Success vs Direct Failure,G2,G1,3,cos_to_late_window,-0.34191624893794265,0.005,True,198,102
Direct Success vs Direct Failure,G2,G1,4,cos_to_late_window,-0.4505981760551577,0.001,True,198,102
Direct Success vs Direct Failure,G2,G1,5,cos_to_late_window,-0.5857839629454527,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,6,cos_to_late_window,-0.5956662176748635,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,7,cos_to_late_window,-0.6681982200174446,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,8,cos_to_late_window,-0.6753643293788779,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,9,cos_to_late_window,-0.8018705365381771,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,10,cos_to_late_window,-0.8952080056982457,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,11,cos_to_late_window,-0.974729071969573,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,12,cos_to_late_window,-0.7959514772353149,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,13,cos_to_late_window,-0.8393195798865395,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,14,cos_to_late_window,-0.8822090072831328,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,15,cos_to_late_window,-1.1891008530906808,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,16,cos_to_late_window,-1.2137897423397823,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,17,cos_to_late_window,-1.3234000331043243,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,18,cos_to_late_window,-1.1399282188076498,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,19,cos_to_late_window,-0.9810756646156823,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,20,cos_to_late_window,-1.1830622034668692,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,21,cos_to_late_window,-1.0268438205968882,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,22,cos_to_late_window,-1.0094708535198313,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,23,cos_to_late_window,-0.9158339790172085,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,24,cos_to_late_window,-0.9301934899050376,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,25,cos_to_late_window,-0.7045012419241005,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,26,cos_to_late_window,-0.6699437027256493,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,27,cos_to_late_window,-0.681840417201421,0.0,True,198,102
Direct Success vs Direct Failure,G2,G1,28,cos_to_late_window,0.05030630498513309,0.686,False,198,102
CoT Success vs Direct Success,G4,G2,0,speed,0.9659528131226002,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,1,speed,1.453985012405291,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,2,speed,0.19901192754731273,0.041,True,253,198
CoT Success vs Direct Success,G4,G2,3,speed,0.2295648670177957,0.02,True,253,198
CoT Success vs Direct Success,G4,G2,4,speed,0.23382185926588384,0.019,True,253,198
CoT Success vs Direct Success,G4,G2,5,speed,0.2302504442193157,0.02,True,253,198
CoT Success vs Direct Success,G4,G2,6,speed,0.22866959820064311,0.021,True,253,198
CoT Success vs Direct Success,G4,G2,7,speed,0.23125785770065052,0.019,True,253,198
CoT Success vs Direct Success,G4,G2,8,speed,0.23769242734712612,0.017,True,253,198
CoT Success vs Direct Success,G4,G2,9,speed,0.23771858473542132,0.017,True,253,198
CoT Success vs Direct Success,G4,G2,10,speed,0.23725048155396553,0.018,True,253,198
CoT Success vs Direct Success,G4,G2,11,speed,0.23533336830220175,0.019,True,253,198
CoT Success vs Direct Success,G4,G2,12,speed,0.23305853797719717,0.019,True,253,198
CoT Success vs Direct Success,G4,G2,13,speed,0.23514523273782068,0.019,True,253,198
CoT Success vs Direct Success,G4,G2,14,speed,0.2350186650976277,0.019,True,253,198
CoT Success vs Direct Success,G4,G2,15,speed,0.2345068600273729,0.019,True,253,198
CoT Success vs Direct Success,G4,G2,16,speed,0.23530891008808885,0.019,True,253,198
CoT Success vs Direct Success,G4,G2,17,speed,0.23653180314157754,0.019,True,253,198
CoT Success vs Direct Success,G4,G2,18,speed,0.2440763828981174,0.012,True,253,198
CoT Success vs Direct Success,G4,G2,19,speed,0.2482145661409709,0.01,True,253,198
CoT Success vs Direct Success,G4,G2,20,speed,0.2426072591862657,0.013,True,253,198
CoT Success vs Direct Success,G4,G2,21,speed,0.24265443755452862,0.013,True,253,198
CoT Success vs Direct Success,G4,G2,22,speed,0.23815932519023314,0.017,True,253,198
CoT Success vs Direct Success,G4,G2,23,speed,0.19566256512282415,0.045,True,253,198
CoT Success vs Direct Success,G4,G2,24,speed,0.1460595623695454,0.127,False,253,198
CoT Success vs Direct Success,G4,G2,25,speed,0.11968619088536962,0.225,False,253,198
CoT Success vs Direct Success,G4,G2,26,speed,0.09814551260762838,0.319,False,253,198
CoT Success vs Direct Success,G4,G2,27,speed,-3.257248936959962,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,28,speed,-1.943098614246326,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,0,dir_consistency,-0.8185035749564219,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,1,dir_consistency,-1.229253691759515,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,2,dir_consistency,-0.9911326134218162,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,3,dir_consistency,-1.1349252014788846,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,4,dir_consistency,-1.3861021604082673,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,5,dir_consistency,-0.19638464312139126,0.049,True,253,198
CoT Success vs Direct Success,G4,G2,6,dir_consistency,-0.6576460867959593,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,7,dir_consistency,-1.1339255425085843,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,8,dir_consistency,-1.586236021674325,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,9,dir_consistency,-1.1000837718056355,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,10,dir_consistency,-1.1973276004912181,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,11,dir_consistency,-1.0283063376473045,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,12,dir_consistency,-1.0531537910971704,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,13,dir_consistency,-1.0277340986199452,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,14,dir_consistency,-0.8432608316891587,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,15,dir_consistency,-1.0460974367114413,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,16,dir_consistency,-0.9484071659975467,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,17,dir_consistency,-1.0062855202451289,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,18,dir_consistency,-1.2682497329348124,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,19,dir_consistency,-1.1996778493773481,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,20,dir_consistency,-0.9851767654196403,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,21,dir_consistency,-1.113719108106091,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,22,dir_consistency,-0.39668341795397666,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,23,dir_consistency,-0.694989174161882,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,24,dir_consistency,-0.16831360668171863,0.065,False,253,198
CoT Success vs Direct Success,G4,G2,25,dir_consistency,0.1444524467857265,0.117,False,253,198
CoT Success vs Direct Success,G4,G2,26,dir_consistency,0.29688551871330215,0.001,True,253,198
CoT Success vs Direct Success,G4,G2,27,dir_consistency,0.4820899670795955,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,28,dir_consistency,0.4464450818115454,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,0,effective_dim,0.43111480438183414,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,1,effective_dim,0.22943018981678132,0.015,True,253,198
CoT Success vs Direct Success,G4,G2,2,effective_dim,-0.22574621560612362,0.017,True,253,198
CoT Success vs Direct Success,G4,G2,3,effective_dim,-0.20617107726227432,0.029,True,253,198
CoT Success vs Direct Success,G4,G2,4,effective_dim,-0.21426105988831035,0.024,True,253,198
CoT Success vs Direct Success,G4,G2,5,effective_dim,-0.2613995855225503,0.007,True,253,198
CoT Success vs Direct Success,G4,G2,6,effective_dim,-0.27595177787834263,0.003,True,253,198
CoT Success vs Direct Success,G4,G2,7,effective_dim,-0.27209942158292505,0.003,True,253,198
CoT Success vs Direct Success,G4,G2,8,effective_dim,-0.26338467959183853,0.007,True,253,198
CoT Success vs Direct Success,G4,G2,9,effective_dim,-0.2818195558804633,0.002,True,253,198
CoT Success vs Direct Success,G4,G2,10,effective_dim,-0.29778267767772965,0.001,True,253,198
CoT Success vs Direct Success,G4,G2,11,effective_dim,-0.2832307644994166,0.002,True,253,198
CoT Success vs Direct Success,G4,G2,12,effective_dim,-0.2442460118826446,0.011,True,253,198
CoT Success vs Direct Success,G4,G2,13,effective_dim,-0.24591924358528314,0.011,True,253,198
CoT Success vs Direct Success,G4,G2,14,effective_dim,-0.2441228035898306,0.012,True,253,198
CoT Success vs Direct Success,G4,G2,15,effective_dim,-0.23965788151280454,0.013,True,253,198
CoT Success vs Direct Success,G4,G2,16,effective_dim,-0.2380393190853644,0.013,True,253,198
CoT Success vs Direct Success,G4,G2,17,effective_dim,-0.2762804680275151,0.003,True,253,198
CoT Success vs Direct Success,G4,G2,18,effective_dim,-0.28035898862418823,0.002,True,253,198
CoT Success vs Direct Success,G4,G2,19,effective_dim,-0.31800039065997865,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,20,effective_dim,-0.358843116102116,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,21,effective_dim,-0.3765264921312051,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,22,effective_dim,-0.5430556582776186,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,23,effective_dim,-0.6288850192114689,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,24,effective_dim,-0.7435862847372798,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,25,effective_dim,-0.7052216937239189,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,26,effective_dim,-0.7724160230497727,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,27,effective_dim,-4.170598147912333,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,28,effective_dim,-2.7369928125306044,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,0,radius_of_gyration,0.8598436312402687,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,1,radius_of_gyration,1.098612949372533,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,2,radius_of_gyration,0.18976732633478924,0.049,True,253,198
CoT Success vs Direct Success,G4,G2,3,radius_of_gyration,0.22453392936130107,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,4,radius_of_gyration,0.2256732997080386,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,5,radius_of_gyration,0.22595095125209652,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,6,radius_of_gyration,0.22611029082999878,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,7,radius_of_gyration,0.22615330140378515,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,8,radius_of_gyration,0.22661755842009748,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,9,radius_of_gyration,0.22677848629030994,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,10,radius_of_gyration,0.2265614060622698,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,11,radius_of_gyration,0.2263876778942243,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,12,radius_of_gyration,0.22611311953588073,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,13,radius_of_gyration,0.22636806541420923,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,14,radius_of_gyration,0.22637800191276325,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,15,radius_of_gyration,0.22613884457252809,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,16,radius_of_gyration,0.2262722988127517,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,17,radius_of_gyration,0.2260554377482394,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,18,radius_of_gyration,0.22683683398070378,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,19,radius_of_gyration,0.22726073322585935,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,20,radius_of_gyration,0.22641363712178955,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,21,radius_of_gyration,0.2257510698842545,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,22,radius_of_gyration,0.2254872693053432,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,23,radius_of_gyration,0.21852868616129872,0.025,True,253,198
CoT Success vs Direct Success,G4,G2,24,radius_of_gyration,0.2118767895291209,0.03,True,253,198
CoT Success vs Direct Success,G4,G2,25,radius_of_gyration,0.20810628983782328,0.034,True,253,198
CoT Success vs Direct Success,G4,G2,26,radius_of_gyration,0.20466253697032843,0.037,True,253,198
CoT Success vs Direct Success,G4,G2,27,radius_of_gyration,-2.781533235424647,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,28,radius_of_gyration,-1.2467150648296845,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,0,msd_exponent,-0.3780003158016532,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,1,msd_exponent,-0.2191950485691985,0.025,True,253,198
CoT Success vs Direct Success,G4,G2,2,msd_exponent,-0.24418153411072271,0.011,True,253,198
CoT Success vs Direct Success,G4,G2,3,msd_exponent,-0.2553337315953294,0.009,True,253,198
CoT Success vs Direct Success,G4,G2,4,msd_exponent,-0.27572148245941014,0.003,True,253,198
CoT Success vs Direct Success,G4,G2,5,msd_exponent,-0.2683520335887983,0.003,True,253,198
CoT Success vs Direct Success,G4,G2,6,msd_exponent,-0.26229650324576964,0.004,True,253,198
CoT Success vs Direct Success,G4,G2,7,msd_exponent,-0.23891821611944977,0.017,True,253,198
CoT Success vs Direct Success,G4,G2,8,msd_exponent,-0.26477267513760633,0.003,True,253,198
CoT Success vs Direct Success,G4,G2,9,msd_exponent,-0.2648311066772956,0.003,True,253,198
CoT Success vs Direct Success,G4,G2,10,msd_exponent,-0.26898104920160065,0.003,True,253,198
CoT Success vs Direct Success,G4,G2,11,msd_exponent,-0.2610234548913876,0.004,True,253,198
CoT Success vs Direct Success,G4,G2,12,msd_exponent,-0.25500620617882763,0.009,True,253,198
CoT Success vs Direct Success,G4,G2,13,msd_exponent,-0.22621078180818222,0.02,True,253,198
CoT Success vs Direct Success,G4,G2,14,msd_exponent,-0.19774434885858616,0.043,True,253,198
CoT Success vs Direct Success,G4,G2,15,msd_exponent,-0.17953753032842926,0.066,False,253,198
CoT Success vs Direct Success,G4,G2,16,msd_exponent,-0.21935476629862402,0.024,True,253,198
CoT Success vs Direct Success,G4,G2,17,msd_exponent,-0.20955574588670223,0.031,True,253,198
CoT Success vs Direct Success,G4,G2,18,msd_exponent,-0.21641032672230354,0.027,True,253,198
CoT Success vs Direct Success,G4,G2,19,msd_exponent,-0.20873979600663187,0.032,True,253,198
CoT Success vs Direct Success,G4,G2,20,msd_exponent,-0.2240272859225931,0.023,True,253,198
CoT Success vs Direct Success,G4,G2,21,msd_exponent,-0.21487427790431793,0.029,True,253,198
CoT Success vs Direct Success,G4,G2,22,msd_exponent,-0.2064301856960018,0.034,True,253,198
CoT Success vs Direct Success,G4,G2,23,msd_exponent,-0.19576806567753247,0.044,True,253,198
CoT Success vs Direct Success,G4,G2,24,msd_exponent,-0.20069139264959687,0.042,True,253,198
CoT Success vs Direct Success,G4,G2,25,msd_exponent,-0.18631244214757112,0.059,False,253,198
CoT Success vs Direct Success,G4,G2,26,msd_exponent,-0.14757446505031743,0.128,False,253,198
CoT Success vs Direct Success,G4,G2,27,msd_exponent,0.6858498141432978,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,28,msd_exponent,-0.8159618994233307,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,0,cos_to_late_window,0.43689080137315256,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,1,cos_to_late_window,0.84901934162639,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,2,cos_to_late_window,0.9292515940231795,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,3,cos_to_late_window,1.127738678576214,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,4,cos_to_late_window,1.5938063899121517,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,5,cos_to_late_window,1.8375368185709446,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,6,cos_to_late_window,1.8102802261594595,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,7,cos_to_late_window,1.740953736492596,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,8,cos_to_late_window,1.5863255603905246,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,9,cos_to_late_window,1.424096166421898,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,10,cos_to_late_window,1.5039263696859675,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,11,cos_to_late_window,1.5801557828869466,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,12,cos_to_late_window,1.1989837306480475,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,13,cos_to_late_window,1.3254914150311599,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,14,cos_to_late_window,1.3271836313441838,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,15,cos_to_late_window,1.015399488245705,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,16,cos_to_late_window,1.0215677846570026,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,17,cos_to_late_window,1.5536601511353483,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,18,cos_to_late_window,1.92805007896355,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,19,cos_to_late_window,2.110727321859463,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,20,cos_to_late_window,2.2221283451783207,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,21,cos_to_late_window,2.4994626104967854,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,22,cos_to_late_window,3.1170460628663785,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,23,cos_to_late_window,3.4279999133260435,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,24,cos_to_late_window,3.600468139339674,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,25,cos_to_late_window,3.5512182214242283,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,26,cos_to_late_window,3.5945903643315598,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,27,cos_to_late_window,3.665543665806404,0.0,True,253,198
CoT Success vs Direct Success,G4,G2,28,cos_to_late_window,2.6738694297421888,0.0,True,253,198
CoT Failure vs Direct Failure,G3,G1,0,speed,-0.8081676957049858,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,1,speed,-0.745777036324229,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,2,speed,-0.5923558424155206,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,3,speed,-0.5786886220035293,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,4,speed,-0.5743042839324503,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,5,speed,-0.5739548450645117,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,6,speed,-0.5732633460214442,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,7,speed,-0.5718036571079095,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,8,speed,-0.5624164957110134,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,9,speed,-0.5631238136347956,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,10,speed,-0.5636055429065839,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,11,speed,-0.563616739570145,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,12,speed,-0.5663370952755852,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,13,speed,-0.5658450836465326,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,14,speed,-0.5666750146082215,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,15,speed,-0.5661513203793198,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,16,speed,-0.565598099100126,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,17,speed,-0.565616266147058,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,18,speed,-0.5627227003407429,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,19,speed,-0.5637971763243919,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,20,speed,-0.5794360922781115,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,21,speed,-0.5862040325435461,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,22,speed,-0.6032465258915859,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,23,speed,-0.6343959802115622,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,24,speed,-0.6762093265679495,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,25,speed,-0.7040862938402368,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,26,speed,-0.7432123436984658,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,27,speed,-5.722820007038298,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,28,speed,-4.8212391755367054,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,0,dir_consistency,-0.11477190598080392,0.497,False,47,102
CoT Failure vs Direct Failure,G3,G1,1,dir_consistency,-1.7271203947361213,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,2,dir_consistency,-2.2303673114573757,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,3,dir_consistency,-2.240483385804303,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,4,dir_consistency,-1.9026438038300537,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,5,dir_consistency,-1.53509804753305,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,6,dir_consistency,-1.4630106275113655,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,7,dir_consistency,-1.4801470843171516,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,8,dir_consistency,-1.712683901227438,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,9,dir_consistency,-1.3119738526638176,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,10,dir_consistency,-1.1142705324612485,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,11,dir_consistency,-0.9823602228936926,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,12,dir_consistency,-1.2052383719679307,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,13,dir_consistency,-1.2714631184678247,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,14,dir_consistency,-1.2672091327765151,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,15,dir_consistency,-1.1521435845138717,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,16,dir_consistency,-0.9630253549993472,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,17,dir_consistency,-0.9532877070598693,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,18,dir_consistency,-0.712181358553365,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,19,dir_consistency,-0.9302187130096617,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,20,dir_consistency,-1.0743879759190753,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,21,dir_consistency,-0.9631851940339283,0.0,True,47,102
CoT Failure vs Direct Failure,G3,G1,22,dir_consistency,-0.42225611716366057,0.014,True,47,102
CoT Failure vs Direct Failure,G3,G1,23,dir_consistency,-0.5491311106408839,0.001,True,47,102
CoT Failure vs Direct Failure,G3,G1,24,dir_consistency,-0.3391542415122156,0.069,False,47,102
CoT Failure vs Direct Failure,G3,G1,25,dir_consistency,0.0015105169302471002,0.997,False,47,102
CoT Failure vs Direct Failure,G3,G1,26,dir_consistency,0.24558321059558322,0.179,False,47,102
